o_lon,o_lat,d_lon,d_lat,volume
-111.919646,33.380512,-111.919998,33.405324,68.0
-111.919998,33.405324,-111.919646,33.380512,68.0
-111.974628,33.357308,-111.972912,33.379746,68.0
-111.972912,33.379746,-111.974628,33.357308,68.0
-111.953906,33.380715,-111.934022,33.380084,67.0
-111.934022,33.380084,-111.953906,33.380715,67.0
-111.919646,33.380512,-111.889564,33.379455,67.0
-111.889564,33.379455,-111.919646,33.380512,67.0
-111.919998,33.405324,-111.890005,33.402982,66.0
-111.890005,33.402982,-111.919998,33.405324,66.0
-111.953809,33.40603,-111.953264,33.431703,66.0
-111.953264,33.431703,-111.953809,33.40603,66.0
-111.975055,33.333866,-111.974628,33.357308,66.0
-111.974628,33.357308,-111.975055,33.333866,66.0
-111.904649,33.330724,-111.905766,33.357321,66.0
-111.905766,33.357321,-111.904649,33.330724,66.0
-111.905766,33.357321,-111.889564,33.379455,63.0
-111.889564,33.379455,-111.905766,33.357321,63.0
-111.919688,33.357061,-111.889987,33.35803,63.0
-111.889987,33.35803,-111.919688,33.357061,63.0
-111.919688,33.357061,-111.919646,33.380512,63.0
-111.919646,33.380512,-111.919688,33.357061,63.0
-111.953941,33.35969,-111.953906,33.380715,62.0
-111.953906,33.380715,-111.953941,33.35969,62.0
-111.952123,33.312338,-111.95172,33.328362,62.0
-111.95172,33.328362,-111.952123,33.312338,62.0
-111.974443,33.400803,-111.953809,33.40603,61.0
-111.953809,33.40603,-111.974443,33.400803,61.0
-111.890418,33.311525,-111.889489,33.330196,61.0
-111.889489,33.330196,-111.890418,33.311525,61.0
-111.935627,33.404554,-111.953264,33.431703,60.0
-111.953264,33.431703,-111.935627,33.404554,60.0
-111.904649,33.330724,-111.889987,33.35803,60.0
-111.889987,33.35803,-111.904649,33.330724,60.0
-111.919745,33.310115,-111.904649,33.330724,60.0
-111.904649,33.330724,-111.919745,33.310115,60.0
-111.905766,33.357321,-111.904259,33.38034,59.0
-111.904259,33.38034,-111.905766,33.357321,59.0
-111.905766,33.357321,-111.919646,33.380512,57.0
-111.919646,33.380512,-111.905766,33.357321,57.0
-111.889987,33.35803,-111.904259,33.38034,56.0
-111.904259,33.38034,-111.889987,33.35803,56.0
-111.972912,33.379746,-111.974443,33.400803,55.0
-111.974443,33.400803,-111.972912,33.379746,55.0
-111.889489,33.330196,-111.889987,33.35803,55.0
-111.889987,33.35803,-111.889489,33.330196,55.0
-111.953941,33.35969,-111.933922,33.357549,55.0
-111.933922,33.357549,-111.953941,33.35969,55.0
-111.890418,33.311525,-111.904649,33.330724,55.0
-111.904649,33.330724,-111.890418,33.311525,55.0
-111.934361,33.309796,-111.904649,33.330724,55.0
-111.904649,33.330724,-111.934361,33.309796,55.0
-111.919998,33.405324,-111.935703,33.432692,54.0
-111.935703,33.432692,-111.919998,33.405324,54.0
-111.904649,33.330724,-111.919688,33.357061,54.0
-111.919688,33.357061,-111.904649,33.330724,54.0
-111.974693,33.310553,-111.975055,33.333866,54.0
-111.975055,33.333866,-111.974693,33.310553,54.0
-111.935627,33.404554,-111.935703,33.432692,54.0
-111.935703,33.432692,-111.935627,33.404554,54.0
-111.904259,33.38034,-111.90491,33.402348,54.0
-111.90491,33.402348,-111.904259,33.38034,54.0
-111.889564,33.379455,-111.90491,33.402348,53.0
-111.90491,33.402348,-111.889564,33.379455,53.0
-111.919646,33.380512,-111.935627,33.404554,52.0
-111.935627,33.404554,-111.919646,33.380512,52.0
-111.919646,33.380512,-111.90491,33.402348,51.0
-111.90491,33.402348,-111.919646,33.380512,51.0
-111.919745,33.310115,-111.936202,33.331193,51.0
-111.936202,33.331193,-111.919745,33.310115,51.0
-111.905162,33.309603,-111.919656,33.330684,50.0
-111.919656,33.330684,-111.905162,33.309603,50.0
-111.904259,33.38034,-111.890005,33.402982,50.0
-111.890005,33.402982,-111.904259,33.38034,50.0
-111.919998,33.405324,-111.953264,33.431703,50.0
-111.953264,33.431703,-111.919998,33.405324,50.0
-111.953941,33.35969,-111.972912,33.379746,49.0
-111.972912,33.379746,-111.953941,33.35969,49.0
-111.905162,33.309603,-111.936202,33.331193,49.0
-111.936202,33.331193,-111.905162,33.309603,49.0
-111.904259,33.38034,-111.919998,33.405324,49.0
-111.919998,33.405324,-111.904259,33.38034,49.0
-111.936202,33.331193,-111.919688,33.357061,48.0
-111.919688,33.357061,-111.936202,33.331193,48.0
-111.935627,33.404554,-111.90491,33.402348,48.0
-111.90491,33.402348,-111.935627,33.404554,48.0
-111.934361,33.309796,-111.919656,33.330684,48.0
-111.919656,33.330684,-111.934361,33.309796,48.0
-111.905039,33.428607,-111.890463,33.43045,47.0
-111.890463,33.43045,-111.905039,33.428607,47.0
-111.953809,33.40603,-111.919998,33.405324,46.0
-111.919998,33.405324,-111.953809,33.40603,46.0
-111.975055,33.333866,-111.95172,33.328362,46.0
-111.95172,33.328362,-111.975055,33.333866,46.0
-111.919688,33.357061,-111.904259,33.38034,45.0
-111.904259,33.38034,-111.919688,33.357061,45.0
-111.919998,33.405324,-111.922084,33.437415,45.0
-111.922084,33.437415,-111.919998,33.405324,45.0
-111.889489,33.330196,-111.905766,33.357321,45.0
-111.905766,33.357321,-111.889489,33.330196,45.0
-111.953906,33.380715,-111.919646,33.380512,45.0
-111.919646,33.380512,-111.953906,33.380715,45.0
-111.952123,33.312338,-111.975055,33.333866,44.0
-111.975055,33.333866,-111.952123,33.312338,44.0
-111.953906,33.380715,-111.935627,33.404554,44.0
-111.935627,33.404554,-111.953906,33.380715,44.0
-111.974628,33.357308,-111.953906,33.380715,44.0
-111.953906,33.380715,-111.974628,33.357308,44.0
-111.922084,33.437415,-111.905039,33.428607,44.0
-111.905039,33.428607,-111.922084,33.437415,44.0
-111.953906,33.380715,-111.953809,33.40603,43.0
-111.953809,33.40603,-111.953906,33.380715,43.0
-111.975055,33.333866,-111.936202,33.331193,43.0
-111.936202,33.331193,-111.975055,33.333866,43.0
-111.919745,33.310115,-111.919656,33.330684,43.0
-111.919656,33.330684,-111.919745,33.310115,43.0
-111.889564,33.379455,-111.919998,33.405324,43.0
-111.919998,33.405324,-111.889564,33.379455,43.0
-111.889987,33.35803,-111.919646,33.380512,43.0
-111.919646,33.380512,-111.889987,33.35803,43.0
-111.974995,33.437433,-111.935703,33.432692,42.0
-111.935703,33.432692,-111.974995,33.437433,42.0
-111.934361,33.309796,-111.95172,33.328362,42.0
-111.95172,33.328362,-111.934361,33.309796,42.0
-111.953941,33.35969,-111.919688,33.357061,41.0
-111.919688,33.357061,-111.953941,33.35969,41.0
-111.934022,33.380084,-111.935627,33.404554,41.0
-111.935627,33.404554,-111.934022,33.380084,41.0
-111.919688,33.357061,-111.889564,33.379455,41.0
-111.889564,33.379455,-111.919688,33.357061,41.0
-111.919656,33.330684,-111.889489,33.330196,41.0
-111.889489,33.330196,-111.919656,33.330684,41.0
-111.936202,33.331193,-111.953941,33.35969,40.0
-111.953941,33.35969,-111.936202,33.331193,40.0
-111.952123,33.312338,-111.919745,33.310115,39.0
-111.919745,33.310115,-111.952123,33.312338,39.0
-111.953809,33.40603,-111.935703,33.432692,39.0
-111.935703,33.432692,-111.953809,33.40603,39.0
-111.919646,33.380512,-111.890005,33.402982,39.0
-111.890005,33.402982,-111.919646,33.380512,39.0
-111.934022,33.380084,-111.919998,33.405324,38.0
-111.919998,33.405324,-111.934022,33.380084,38.0
-111.933922,33.357549,-111.905766,33.357321,38.0
-111.905766,33.357321,-111.933922,33.357549,38.0
-111.953906,33.380715,-111.974443,33.400803,38.0
-111.974443,33.400803,-111.953906,33.380715,38.0
-111.975055,33.333866,-111.953941,33.35969,37.0
-111.953941,33.35969,-111.975055,33.333866,37.0
-111.974443,33.400803,-111.953264,33.431703,37.0
-111.953264,33.431703,-111.974443,33.400803,37.0
-111.936202,33.331193,-111.905766,33.357321,37.0
-111.905766,33.357321,-111.936202,33.331193,37.0
-111.919688,33.357061,-111.934022,33.380084,36.0
-111.934022,33.380084,-111.919688,33.357061,36.0
-111.974693,33.310553,-111.934361,33.309796,36.0
-111.934361,33.309796,-111.974693,33.310553,36.0
-111.934022,33.380084,-111.904259,33.38034,36.0
-111.904259,33.38034,-111.934022,33.380084,36.0
-111.919656,33.330684,-111.919688,33.357061,36.0
-111.919688,33.357061,-111.919656,33.330684,36.0
-111.935627,33.404554,-111.922084,33.437415,35.0
-111.922084,33.437415,-111.935627,33.404554,35.0
-111.922084,33.437415,-111.890463,33.43045,34.0
-111.890463,33.43045,-111.922084,33.437415,34.0
-111.972912,33.379746,-111.953809,33.40603,34.0
-111.953809,33.40603,-111.972912,33.379746,34.0
-111.890005,33.402982,-111.890463,33.43045,34.0
-111.890463,33.43045,-111.890005,33.402982,34.0
-111.952123,33.312338,-111.905162,33.309603,34.0
-111.905162,33.309603,-111.952123,33.312338,34.0
-111.936202,33.331193,-111.933922,33.357549,34.0
-111.933922,33.357549,-111.936202,33.331193,34.0
-111.936202,33.331193,-111.889489,33.330196,34.0
-111.889489,33.330196,-111.936202,33.331193,34.0
-111.953941,33.35969,-111.934022,33.380084,33.0
-111.934022,33.380084,-111.953941,33.35969,33.0
-111.953906,33.380715,-111.919998,33.405324,33.0
-111.919998,33.405324,-111.953906,33.380715,33.0
-111.933922,33.357549,-111.919646,33.380512,33.0
-111.919646,33.380512,-111.933922,33.357549,33.0
-111.919656,33.330684,-111.905766,33.357321,32.0
-111.905766,33.357321,-111.919656,33.330684,32.0
-111.919745,33.310115,-111.889489,33.330196,32.0
-111.889489,33.330196,-111.919745,33.310115,32.0
-111.919745,33.310115,-111.890418,33.311525,32.0
-111.890418,33.311525,-111.919745,33.310115,32.0
-111.953941,33.35969,-111.919646,33.380512,32.0
-111.919646,33.380512,-111.953941,33.35969,32.0
-111.889489,33.330196,-111.919688,33.357061,32.0
-111.919688,33.357061,-111.889489,33.330196,32.0
-111.935627,33.404554,-111.890005,33.402982,31.0
-111.890005,33.402982,-111.935627,33.404554,31.0
-111.936202,33.331193,-111.974628,33.357308,31.0
-111.974628,33.357308,-111.936202,33.331193,31.0
-111.934361,33.309796,-111.975055,33.333866,31.0
-111.975055,33.333866,-111.934361,33.309796,31.0
-111.904259,33.38034,-111.935627,33.404554,30.0
-111.935627,33.404554,-111.904259,33.38034,30.0
-111.934361,33.309796,-111.889489,33.330196,30.0
-111.889489,33.330196,-111.934361,33.309796,30.0
-111.974443,33.400803,-111.935627,33.404554,30.0
-111.935627,33.404554,-111.974443,33.400803,30.0
-111.952123,33.312338,-111.904649,33.330724,29.0
-111.904649,33.330724,-111.952123,33.312338,29.0
-111.974693,33.310553,-111.936202,33.331193,29.0
-111.936202,33.331193,-111.974693,33.310553,29.0
-111.919688,33.357061,-111.953906,33.380715,28.0
-111.953906,33.380715,-111.919688,33.357061,28.0
-111.972912,33.379746,-111.935627,33.404554,28.0
-111.935627,33.404554,-111.972912,33.379746,28.0
-111.904649,33.330724,-111.889564,33.379455,28.0
-111.889564,33.379455,-111.904649,33.330724,28.0
-111.953809,33.40603,-111.974995,33.437433,28.0
-111.974995,33.437433,-111.953809,33.40603,28.0
-111.936202,33.331193,-111.889987,33.35803,28.0
-111.889987,33.35803,-111.936202,33.331193,28.0
-111.90491,33.402348,-111.935703,33.432692,27.0
-111.935703,33.432692,-111.90491,33.402348,27.0
-111.905162,33.309603,-111.889987,33.35803,27.0
-111.889987,33.35803,-111.905162,33.309603,27.0
-111.919998,33.405324,-111.890463,33.43045,27.0
-111.890463,33.43045,-111.919998,33.405324,27.0
-111.905162,33.309603,-111.905766,33.357321,27.0
-111.905766,33.357321,-111.905162,33.309603,27.0
-111.905766,33.357321,-111.934022,33.380084,27.0
-111.934022,33.380084,-111.905766,33.357321,27.0
-111.889987,33.35803,-111.890005,33.402982,27.0
-111.890005,33.402982,-111.889987,33.35803,27.0
-111.933922,33.357549,-111.934022,33.380084,27.0
-111.934022,33.380084,-111.933922,33.357549,27.0
-111.889564,33.379455,-111.935627,33.404554,27.0
-111.935627,33.404554,-111.889564,33.379455,27.0
-111.90491,33.402348,-111.922084,33.437415,27.0
-111.922084,33.437415,-111.90491,33.402348,27.0
