link_id,tmc,time,speed
52,110P57789,18:00,37.9
52,110P57789,18:15,39.1
52,110P57789,18:30,34.2
52,110P57789,18:45,41.4
52,110P57789,19:00,42.7
52,110P57789,19:15,38.9
52,110P57789,19:30,41.7
52,110P57789,19:45,38.5
52,110P57789,20:00,36.8
52,110P57789,20:15,38.3
52,110P57789,20:30,37.7
52,110P57789,20:45,39.9
52,110P57789,21:00,42.8
52,110P57789,21:15,37.0
52,110P57789,21:30,31.5
52,110P57789,21:45,36.7
52,110P57789,22:00,43.0
52,110P57789,22:15,41.4
52,110P57789,22:30,43.5
52,110P57789,22:45,42.6
52,110P57789,23:00,42.0
52,110P57789,23:15,42.0
52,110P57789,23:30,42.0
52,110P57789,23:45,35.5
53,110P57791,00:00,60.3
53,110P57791,00:15,58.6
53,110P57791,00:30,55.3
53,110P57791,00:45,51.7
53,110P57791,01:00,49.6
53,110P57791,01:15,51.8
53,110P57791,01:30,52.0
53,110P57791,01:45,52.0
53,110P57791,02:00,54.9
53,110P57791,02:15,57.4
53,110P57791,02:30,66.7
53,110P57791,02:45,65.3
53,110P57791,03:00,62.6
53,110P57791,03:15,56.6
53,110P57791,03:30,60.3
53,110P57791,03:45,61.5
53,110P57791,04:00,61.8
53,110P57791,04:15,60.1
53,110P57791,04:30,57.4
53,110P57791,04:45,50.6
53,110P57791,05:00,51.0
53,110P57791,05:15,62.6
53,110P57791,05:30,54.3
53,110P57791,05:45,51.8
53,110P57791,06:00,47.4
53,110P57791,06:15,52.9
53,110P57791,06:30,55.5
53,110P57791,06:45,52.4
53,110P57791,07:00,53.4
53,110P57791,07:15,49.9
53,110P57791,07:30,46.3
53,110P57791,07:45,46.3
53,110P57791,08:00,52.0
53,110P57791,08:15,53.4
53,110P57791,08:30,53.3
53,110P57791,08:45,50.1
53,110P57791,09:00,54.4
53,110P57791,09:15,51.6
53,110P57791,09:30,50.7
53,110P57791,09:45,55.9
53,110P57791,10:00,56.1
53,110P57791,10:15,54.0
53,110P57791,10:30,50.3
53,110P57791,10:45,57.1
53,110P57791,11:00,54.1
53,110P57791,11:15,51.6
53,110P57791,11:30,50.1
53,110P57791,11:45,50.6
53,110P57791,12:00,51.4
53,110P57791,12:15,50.4
53,110P57791,12:30,49.0
53,110P57791,12:45,45.7
53,110P57791,13:00,43.7
53,110P57791,13:15,42.3
53,110P57791,13:30,43.1
53,110P57791,13:45,40.8
53,110P57791,14:00,40.5
53,110P57791,14:15,42.7
53,110P57791,14:30,42.3
53,110P57791,14:45,40.8
53,110P57791,15:00,42.5
53,110P57791,15:15,44.7
53,110P57791,15:30,44.9
53,110P57791,15:45,55.4
53,110P57791,16:00,54.7
53,110P57791,16:15,52.1
53,110P57791,16:30,52.6
53,110P57791,16:45,51.6
53,110P57791,17:00,54.9
53,110P57791,17:15,52.8
53,110P57791,17:30,56.0
53,110P57791,17:45,56.7
53,110P57791,18:00,51.4
53,110P57791,18:15,56.3
53,110P57791,18:30,53.9
53,110P57791,18:45,56.7
53,110P57791,19:00,56.4
53,110P57791,19:15,53.3
53,110P57791,19:30,51.7
53,110P57791,19:45,53.1
53,110P57791,20:00,54.1
53,110P57791,20:15,57.5
53,110P57791,20:30,58.3
53,110P57791,20:45,51.8
53,110P57791,21:00,52.6
53,110P57791,21:15,57.5
53,110P57791,21:30,48.0
53,110P57791,21:45,53.0
53,110P57791,22:00,56.9
53,110P57791,22:15,56.3
53,110P57791,22:30,54.1
53,110P57791,22:45,56.2
53,110P57791,23:00,59.6
53,110P57791,23:15,63.0
53,110P57791,23:30,61.1
53,110P57791,23:45,44.5
31,110P57793,00:00,44.6
31,110P57793,00:15,51.2
31,110P57793,00:30,50.7
31,110P57793,00:45,49.5
31,110P57793,01:00,44.3
31,110P57793,01:15,47.2
31,110P57793,01:30,48.0
31,110P57793,01:45,48.0
31,110P57793,02:00,52.4
31,110P57793,02:15,55.3
31,110P57793,02:30,65.0
31,110P57793,02:45,62.1
31,110P57793,03:00,57.3
31,110P57793,03:15,38.1
31,110P57793,03:30,43.5
31,110P57793,03:45,54.9
31,110P57793,04:00,51.5
31,110P57793,04:15,48.3
31,110P57793,04:30,44.7
31,110P57793,04:45,45.7
31,110P57793,05:00,48.6
31,110P57793,05:15,44.0
31,110P57793,05:30,42.9
31,110P57793,05:45,40.5
31,110P57793,06:00,38.5
31,110P57793,06:15,40.6
31,110P57793,06:30,41.5
31,110P57793,06:45,43.5
31,110P57793,07:00,37.2
31,110P57793,07:15,39.3
31,110P57793,07:30,38.7
31,110P57793,07:45,38.5
31,110P57793,08:00,45.1
31,110P57793,08:15,46.9
31,110P57793,08:30,45.2
31,110P57793,08:45,44.5
31,110P57793,09:00,46.1
31,110P57793,09:15,40.5
31,110P57793,09:30,46.0
31,110P57793,09:45,48.1
31,110P57793,10:00,48.0
31,110P57793,10:15,48.3
31,110P57793,10:30,45.9
31,110P57793,10:45,52.4
31,110P57793,11:00,47.1
31,110P57793,11:15,49.2
31,110P57793,11:30,45.4
31,110P57793,11:45,45.5
31,110P57793,12:00,48.2
31,110P57793,12:15,45.6
31,110P57793,12:30,45.5
31,110P57793,12:45,44.5
31,110P57793,13:00,50.3
31,110P57793,13:15,44.9
31,110P57793,13:30,39.7
31,110P57793,13:45,35.8
31,110P57793,14:00,39.5
31,110P57793,14:15,42.3
31,110P57793,14:30,40.9
31,110P57793,14:45,39.9
31,110P57793,15:00,44.5
31,110P57793,15:15,44.0
31,110P57793,15:30,42.3
31,110P57793,15:45,48.4
31,110P57793,16:00,50.4
31,110P57793,16:15,51.4
31,110P57793,16:30,50.7
31,110P57793,16:45,48.9
31,110P57793,17:00,46.3
31,110P57793,17:15,46.2
31,110P57793,17:30,49.0
31,110P57793,17:45,48.7
31,110P57793,18:00,49.3
31,110P57793,18:15,50.2
31,110P57793,18:30,45.5
31,110P57793,18:45,46.1
31,110P57793,19:00,42.9
31,110P57793,19:15,45.1
31,110P57793,19:30,46.2
31,110P57793,19:45,46.9
31,110P57793,20:00,47.5
31,110P57793,20:15,51.9
31,110P57793,20:30,53.4
31,110P57793,20:45,47.9
31,110P57793,21:00,48.3
31,110P57793,21:15,49.5
31,110P57793,21:30,46.6
31,110P57793,21:45,46.4
31,110P57793,22:00,46.5
31,110P57793,22:15,49.6
31,110P57793,22:30,44.8
31,110P57793,22:45,48.1
31,110P57793,23:00,46.7
31,110P57793,23:15,50.0
31,110P57793,23:30,47.1
31,110P57793,23:45,40.9
57,110P57795,00:00,40.5
57,110P57795,00:15,40.8
57,110P57795,00:30,40.0
57,110P57795,00:45,35.7
57,110P57795,01:00,30.8
57,110P57795,01:15,29.9
57,110P57795,01:30,31.8
57,110P57795,01:45,33.0
57,110P57795,02:00,33.0
57,110P57795,02:15,32.1
57,110P57795,02:30,31.1
57,110P57795,02:45,30.1
57,110P57795,03:00,42.1
57,110P57795,03:15,43.1
57,110P57795,03:30,43.0
57,110P57795,03:45,43.0
57,110P57795,04:00,43.0
57,110P57795,04:15,43.0
57,110P57795,04:30,43.0
57,110P57795,04:45,43.0
57,110P57795,05:00,32.9
57,110P57795,05:15,38.4
57,110P57795,05:30,39.6
57,110P57795,05:45,38.3
57,110P57795,06:00,39.1
57,110P57795,06:15,37.9
57,110P57795,06:30,35.7
57,110P57795,06:45,36.3
57,110P57795,07:00,36.9
57,110P57795,07:15,35.5
57,110P57795,07:30,34.5
57,110P57795,07:45,35.1
57,110P57795,08:00,35.0
57,110P57795,08:15,35.5
57,110P57795,08:30,36.1
57,110P57795,08:45,34.8
57,110P57795,09:00,35.5
57,110P57795,09:15,36.5
57,110P57795,09:30,38.3
57,110P57795,09:45,37.7
57,110P57795,10:00,35.9
57,110P57795,10:15,35.9
57,110P57795,10:30,34.2
57,110P57795,10:45,36.6
57,110P57795,11:00,34.4
57,110P57795,11:15,37.2
57,110P57795,11:30,35.7
57,110P57795,11:45,33.8
57,110P57795,12:00,36.9
57,110P57795,12:15,40.6
57,110P57795,12:30,36.1
57,110P57795,12:45,37.1
57,110P57795,13:00,39.2
57,110P57795,13:15,36.6
57,110P57795,13:30,34.5
57,110P57795,13:45,33.3
57,110P57795,14:00,31.9
57,110P57795,14:15,31.2
57,110P57795,14:30,33.1
57,110P57795,14:45,31.2
57,110P57795,15:00,32.8
57,110P57795,15:15,35.7
57,110P57795,15:30,38.3
57,110P57795,15:45,37.4
57,110P57795,16:00,37.5
57,110P57795,16:15,39.5
57,110P57795,16:30,39.3
57,110P57795,16:45,37.0
57,110P57795,17:00,34.3
57,110P57795,17:15,34.0
57,110P57795,17:30,36.3
57,110P57795,17:45,33.1
57,110P57795,18:00,34.5
57,110P57795,18:15,35.3
57,110P57795,18:30,34.7
57,110P57795,18:45,36.1
57,110P57795,19:00,38.9
57,110P57795,19:15,37.9
57,110P57795,19:30,35.6
57,110P57795,19:45,35.2
57,110P57795,20:00,39.2
57,110P57795,20:15,42.0
57,110P57795,20:30,37.8
57,110P57795,20:45,32.7
57,110P57795,21:00,33.5
57,110P57795,21:15,39.5
57,110P57795,21:30,35.0
57,110P57795,21:45,34.5
57,110P57795,22:00,34.7
57,110P57795,22:15,36.4
57,110P57795,22:30,32.0
57,110P57795,22:45,34.7
57,110P57795,23:00,37.1
57,110P57795,23:15,45.0
57,110P57795,23:30,42.7
57,110P57795,23:45,32.4
58,110P57797,00:00,52.7
58,110P57797,00:15,62.0
58,110P57797,00:30,61.7
58,110P57797,00:45,61.0
58,110P57797,01:00,56.0
58,110P57797,01:15,56.0
58,110P57797,01:30,56.0
58,110P57797,01:45,56.0
58,110P57797,02:00,55.2
58,110P57797,02:15,57.8
58,110P57797,02:30,67.3
58,110P57797,02:45,65.1
58,110P57797,03:00,61.1
58,110P57797,03:15,49.7
58,110P57797,03:30,50.9
58,110P57797,03:45,61.6
58,110P57797,04:00,58.1
58,110P57797,04:15,55.7
58,110P57797,04:30,52.5
58,110P57797,04:45,50.7
58,110P57797,05:00,55.7
58,110P57797,05:15,49.4
58,110P57797,05:30,49.5
58,110P57797,05:45,45.8
58,110P57797,06:00,44.0
58,110P57797,06:15,46.4
58,110P57797,06:30,46.9
58,110P57797,06:45,48.9
58,110P57797,07:00,41.9
58,110P57797,07:15,44.2
58,110P57797,07:30,43.3
58,110P57797,07:45,44.5
58,110P57797,08:00,48.8
58,110P57797,08:15,49.2
58,110P57797,08:30,51.2
58,110P57797,08:45,50.7
58,110P57797,09:00,52.3
58,110P57797,09:15,46.2
58,110P57797,09:30,52.4
58,110P57797,09:45,56.3
58,110P57797,10:00,54.3
58,110P57797,10:15,55.3
58,110P57797,10:30,55.2
58,110P57797,10:45,59.5
58,110P57797,11:00,54.9
58,110P57797,11:15,55.8
58,110P57797,11:30,51.5
58,110P57797,11:45,51.1
58,110P57797,12:00,57.5
58,110P57797,12:15,51.5
58,110P57797,12:30,51.4
58,110P57797,12:45,46.9
58,110P57797,13:00,51.8
58,110P57797,13:15,50.5
58,110P57797,13:30,40.1
58,110P57797,13:45,35.5
58,110P57797,14:00,41.5
58,110P57797,14:15,46.7
58,110P57797,14:30,46.0
58,110P57797,14:45,43.2
58,110P57797,15:00,46.9
58,110P57797,15:15,44.8
58,110P57797,15:30,45.9
58,110P57797,15:45,51.6
58,110P57797,16:00,56.9
58,110P57797,16:15,57.7
58,110P57797,16:30,56.3
58,110P57797,16:45,54.9
58,110P57797,17:00,52.0
58,110P57797,17:15,52.0
58,110P57797,17:30,56.3
58,110P57797,17:45,53.9
58,110P57797,18:00,51.7
58,110P57797,18:15,56.9
58,110P57797,18:30,53.6
58,110P57797,18:45,53.9
58,110P57797,19:00,51.4
58,110P57797,19:15,51.2
58,110P57797,19:30,53.7
58,110P57797,19:45,51.1
58,110P57797,20:00,50.1
58,110P57797,20:15,55.7
58,110P57797,20:30,60.3
58,110P57797,20:45,55.3
58,110P57797,21:00,54.7
58,110P57797,21:15,54.1
58,110P57797,21:30,52.5
58,110P57797,21:45,49.7
58,110P57797,22:00,48.0
58,110P57797,22:15,49.8
58,110P57797,22:30,53.7
58,110P57797,22:45,55.4
58,110P57797,23:00,54.1
58,110P57797,23:15,54.8
58,110P57797,23:30,50.3
58,110P57797,23:45,48.0
59,110P57799,00:00,54.1
59,110P57799,00:15,61.9
59,110P57799,00:30,60.5
59,110P57799,00:45,58.0
59,110P57799,01:00,56.8
59,110P57799,01:15,59.3
59,110P57799,01:30,58.7
59,110P57799,01:45,53.3
59,110P57799,02:00,54.4
59,110P57799,02:15,57.3
59,110P57799,02:30,67.1
59,110P57799,02:45,63.3
59,110P57799,03:00,52.5
59,110P57799,03:15,56.1
59,110P57799,03:30,58.3
59,110P57799,03:45,62.0
59,110P57799,04:00,60.9
59,110P57799,04:15,61.0
59,110P57799,04:30,57.7
59,110P57799,04:45,54.9
59,110P57799,05:00,58.5
59,110P57799,05:15,54.5
59,110P57799,05:30,57.1
59,110P57799,05:45,53.4
59,110P57799,06:00,51.7
59,110P57799,06:15,53.3
59,110P57799,06:30,52.5
59,110P57799,06:45,51.7
59,110P57799,07:00,47.3
59,110P57799,07:15,50.9
59,110P57799,07:30,51.3
59,110P57799,07:45,52.5
59,110P57799,08:00,55.5
59,110P57799,08:15,53.5
59,110P57799,08:30,54.7
59,110P57799,08:45,54.7
59,110P57799,09:00,55.4
59,110P57799,09:15,52.8
59,110P57799,09:30,55.0
59,110P57799,09:45,58.0
59,110P57799,10:00,56.1
59,110P57799,10:15,56.9
59,110P57799,10:30,58.5
59,110P57799,10:45,59.3
59,110P57799,11:00,56.0
59,110P57799,11:15,58.4
59,110P57799,11:30,55.4
59,110P57799,11:45,55.6
59,110P57799,12:00,59.3
59,110P57799,12:15,52.3
59,110P57799,12:30,56.7
59,110P57799,12:45,52.4
59,110P57799,13:00,57.5
59,110P57799,13:15,56.4
59,110P57799,13:30,44.1
59,110P57799,13:45,39.3
59,110P57799,14:00,49.1
59,110P57799,14:15,53.0
59,110P57799,14:30,52.0
59,110P57799,14:45,49.1
59,110P57799,15:00,48.3
59,110P57799,15:15,47.3
59,110P57799,15:30,50.3
59,110P57799,15:45,56.6
59,110P57799,16:00,60.2
59,110P57799,16:15,60.6
59,110P57799,16:30,60.3
59,110P57799,16:45,56.7
59,110P57799,17:00,54.6
59,110P57799,17:15,55.7
59,110P57799,17:30,58.1
59,110P57799,17:45,57.1
59,110P57799,18:00,54.4
59,110P57799,18:15,58.7
59,110P57799,18:30,59.9
59,110P57799,18:45,61.0
59,110P57799,19:00,55.5
59,110P57799,19:15,56.4
59,110P57799,19:30,57.1
59,110P57799,19:45,56.4
59,110P57799,20:00,54.8
59,110P57799,20:15,58.5
59,110P57799,20:30,59.6
59,110P57799,20:45,56.0
59,110P57799,21:00,55.5
59,110P57799,21:15,54.9
59,110P57799,21:30,58.7
59,110P57799,21:45,57.4
59,110P57799,22:00,56.5
59,110P57799,22:15,58.7
59,110P57799,22:30,58.9
59,110P57799,22:45,54.3
59,110P57799,23:00,55.1
59,110P57799,23:15,57.6
59,110P57799,23:30,54.1
59,110P57799,23:45,54.0
"51, 124",110P57801,00:00,55.3
"51, 124",110P57801,00:15,61.5
"51, 124",110P57801,00:30,58.1
"51, 124",110P57801,00:45,56.0
"51, 124",110P57801,01:00,56.6
"51, 124",110P57801,01:15,60.2
"51, 124",110P57801,01:30,60.0
"51, 124",110P57801,01:45,55.5
"51, 124",110P57801,02:00,54.1
"51, 124",110P57801,02:15,55.7
"51, 124",110P57801,02:30,65.1
"51, 124",110P57801,02:45,62.7
"51, 124",110P57801,03:00,55.4
"51, 124",110P57801,03:15,59.3
"51, 124",110P57801,03:30,59.3
"51, 124",110P57801,03:45,62.4
"51, 124",110P57801,04:00,62.3
"51, 124",110P57801,04:15,62.0
"51, 124",110P57801,04:30,60.7
"51, 124",110P57801,04:45,55.1
"51, 124",110P57801,05:00,57.6
"51, 124",110P57801,05:15,55.9
"51, 124",110P57801,05:30,58.1
"51, 124",110P57801,05:45,56.5
"51, 124",110P57801,06:00,56.0
"51, 124",110P57801,06:15,56.4
"51, 124",110P57801,06:30,53.1
"51, 124",110P57801,06:45,53.8
"51, 124",110P57801,07:00,53.9
"51, 124",110P57801,07:15,51.5
"51, 124",110P57801,07:30,54.5
"51, 124",110P57801,07:45,56.1
"51, 124",110P57801,08:00,57.9
"51, 124",110P57801,08:15,56.0
"51, 124",110P57801,08:30,57.7
"51, 124",110P57801,08:45,58.1
"51, 124",110P57801,09:00,56.3
"51, 124",110P57801,09:15,56.1
"51, 124",110P57801,09:30,59.0
"51, 124",110P57801,09:45,59.0
"51, 124",110P57801,10:00,57.2
"51, 124",110P57801,10:15,54.5
"51, 124",110P57801,10:30,58.3
"51, 124",110P57801,10:45,56.7
"51, 124",110P57801,11:00,55.0
"51, 124",110P57801,11:15,59.5
"51, 124",110P57801,11:30,57.8
"51, 124",110P57801,11:45,55.7
"51, 124",110P57801,12:00,60.5
"51, 124",110P57801,12:15,55.2
"51, 124",110P57801,12:30,57.1
"51, 124",110P57801,12:45,48.9
"51, 124",110P57801,13:00,56.1
"51, 124",110P57801,13:15,55.1
"51, 124",110P57801,13:30,47.1
"51, 124",110P57801,13:45,42.6
"51, 124",110P57801,14:00,49.9
"51, 124",110P57801,14:15,52.5
"51, 124",110P57801,14:30,52.1
"51, 124",110P57801,14:45,47.9
"51, 124",110P57801,15:00,45.2
"51, 124",110P57801,15:15,48.3
"51, 124",110P57801,15:30,51.7
"51, 124",110P57801,15:45,56.4
"51, 124",110P57801,16:00,58.1
"51, 124",110P57801,16:15,60.2
"51, 124",110P57801,16:30,56.1
"51, 124",110P57801,16:45,56.2
"51, 124",110P57801,17:00,54.3
"51, 124",110P57801,17:15,54.9
"51, 124",110P57801,17:30,57.9
"51, 124",110P57801,17:45,57.1
"51, 124",110P57801,18:00,58.9
"51, 124",110P57801,18:15,58.4
"51, 124",110P57801,18:30,61.9
"51, 124",110P57801,18:45,60.7
"51, 124",110P57801,19:00,56.1
"51, 124",110P57801,19:15,56.5
"51, 124",110P57801,19:30,59.2
"51, 124",110P57801,19:45,57.2
"51, 124",110P57801,20:00,53.3
"51, 124",110P57801,20:15,57.7
"51, 124",110P57801,20:30,57.3
"51, 124",110P57801,20:45,54.9
"51, 124",110P57801,21:00,54.3
"51, 124",110P57801,21:15,55.1
"51, 124",110P57801,21:30,57.3
"51, 124",110P57801,21:45,60.4
"51, 124",110P57801,22:00,58.9
"51, 124",110P57801,22:15,57.9
"51, 124",110P57801,22:30,61.2
"51, 124",110P57801,22:45,59.9
"51, 124",110P57801,23:00,58.0
"51, 124",110P57801,23:15,59.3
"51, 124",110P57801,23:30,57.4
"51, 124",110P57801,23:45,57.5
56,110P57803,00:00,58.7
56,110P57803,00:15,63.5
56,110P57803,00:30,58.8
56,110P57803,00:45,55.6
56,110P57803,01:00,56.6
56,110P57803,01:15,61.7
56,110P57803,01:30,62.5
56,110P57803,01:45,59.3
56,110P57803,02:00,56.9
56,110P57803,02:15,56.8
56,110P57803,02:30,67.1
56,110P57803,02:45,65.9
56,110P57803,03:00,59.3
56,110P57803,03:15,61.4
56,110P57803,03:30,62.3
56,110P57803,03:45,64.9
56,110P57803,04:00,65.6
56,110P57803,04:15,63.2
56,110P57803,04:30,62.9
56,110P57803,04:45,57.4
56,110P57803,05:00,59.0
56,110P57803,05:15,56.5
56,110P57803,05:30,58.5
56,110P57803,05:45,59.0
56,110P57803,06:00,57.5
56,110P57803,06:15,58.9
56,110P57803,06:30,55.4
56,110P57803,06:45,56.7
56,110P57803,07:00,55.7
56,110P57803,07:15,44.9
56,110P57803,07:30,54.8
56,110P57803,07:45,56.7
56,110P57803,08:00,56.9
56,110P57803,08:15,57.1
56,110P57803,08:30,58.7
56,110P57803,08:45,61.1
56,110P57803,09:00,58.0
56,110P57803,09:15,57.8
56,110P57803,09:30,60.1
56,110P57803,09:45,61.9
56,110P57803,10:00,58.5
56,110P57803,10:15,58.8
56,110P57803,10:30,62.0
56,110P57803,10:45,60.4
56,110P57803,11:00,58.0
56,110P57803,11:15,60.8
56,110P57803,11:30,58.7
56,110P57803,11:45,58.5
56,110P57803,12:00,60.1
56,110P57803,12:15,58.8
56,110P57803,12:30,59.0
56,110P57803,12:45,46.2
56,110P57803,13:00,48.0
56,110P57803,13:15,46.5
56,110P57803,13:30,46.0
56,110P57803,13:45,39.5
56,110P57803,14:00,47.5
56,110P57803,14:15,42.9
56,110P57803,14:30,42.0
56,110P57803,14:45,43.4
56,110P57803,15:00,43.0
56,110P57803,15:15,42.3
56,110P57803,15:30,48.8
56,110P57803,15:45,52.4
56,110P57803,16:00,59.1
56,110P57803,16:15,62.3
56,110P57803,16:30,58.6
56,110P57803,16:45,58.5
56,110P57803,17:00,59.0
56,110P57803,17:15,58.1
56,110P57803,17:30,60.3
56,110P57803,17:45,59.0
56,110P57803,18:00,61.6
56,110P57803,18:15,60.2
56,110P57803,18:30,65.2
56,110P57803,18:45,61.5
56,110P57803,19:00,58.2
56,110P57803,19:15,57.9
56,110P57803,19:30,60.5
56,110P57803,19:45,59.5
56,110P57803,20:00,56.3
56,110P57803,20:15,59.9
56,110P57803,20:30,60.2
56,110P57803,20:45,55.6
56,110P57803,21:00,55.5
56,110P57803,21:15,55.5
56,110P57803,21:30,57.4
56,110P57803,21:45,61.4
56,110P57803,22:00,57.5
56,110P57803,22:15,59.9
56,110P57803,22:30,61.5
56,110P57803,22:45,59.6
56,110P57803,23:00,59.5
56,110P57803,23:15,62.7
56,110P57803,23:30,59.3
56,110P57803,23:45,57.9
99,110P57805,00:00,59.5
99,110P57805,00:15,65.9
99,110P57805,00:30,61.1
99,110P57805,00:45,59.1
99,110P57805,01:00,59.9
99,110P57805,01:15,62.6
99,110P57805,01:30,64.1
99,110P57805,01:45,60.8
99,110P57805,02:00,57.5
99,110P57805,02:15,56.2
99,110P57805,02:30,66.4
99,110P57805,02:45,66.7
99,110P57805,03:00,60.5
99,110P57805,03:15,62.5
99,110P57805,03:30,63.0
99,110P57805,03:45,65.0
99,110P57805,04:00,65.7
99,110P57805,04:15,64.5
99,110P57805,04:30,64.5
99,110P57805,04:45,58.5
99,110P57805,05:00,59.7
99,110P57805,05:15,56.9
99,110P57805,05:30,59.9
99,110P57805,05:45,59.7
99,110P57805,06:00,58.6
99,110P57805,06:15,61.4
99,110P57805,06:30,57.9
99,110P57805,06:45,57.4
99,110P57805,07:00,56.9
99,110P57805,07:15,38.9
99,110P57805,07:30,55.2
99,110P57805,07:45,58.9
99,110P57805,08:00,55.6
99,110P57805,08:15,56.1
99,110P57805,08:30,58.8
99,110P57805,08:45,61.7
99,110P57805,09:00,59.9
99,110P57805,09:15,60.1
99,110P57805,09:30,61.1
99,110P57805,09:45,63.9
99,110P57805,10:00,60.1
99,110P57805,10:15,60.7
99,110P57805,10:30,62.2
99,110P57805,10:45,61.5
99,110P57805,11:00,59.3
99,110P57805,11:15,60.3
99,110P57805,11:30,60.4
99,110P57805,11:45,60.8
99,110P57805,12:00,59.4
99,110P57805,12:15,58.1
99,110P57805,12:30,58.8
99,110P57805,12:45,39.5
99,110P57805,13:00,35.8
99,110P57805,13:15,34.8
99,110P57805,13:30,38.3
99,110P57805,13:45,32.9
99,110P57805,14:00,41.6
99,110P57805,14:15,26.5
99,110P57805,14:30,29.6
99,110P57805,14:45,35.9
99,110P57805,15:00,36.5
99,110P57805,15:15,34.7
99,110P57805,15:30,45.1
99,110P57805,15:45,49.9
99,110P57805,16:00,58.1
99,110P57805,16:15,60.9
99,110P57805,16:30,58.5
99,110P57805,16:45,59.7
99,110P57805,17:00,59.7
99,110P57805,17:15,59.3
99,110P57805,17:30,60.4
99,110P57805,17:45,59.3
99,110P57805,18:00,61.5
99,110P57805,18:15,60.3
99,110P57805,18:30,66.5
99,110P57805,18:45,62.6
99,110P57805,19:00,58.9
99,110P57805,19:15,58.7
99,110P57805,19:30,60.9
99,110P57805,19:45,60.1
99,110P57805,20:00,55.4
99,110P57805,20:15,60.0
99,110P57805,20:30,57.4
99,110P57805,20:45,55.5
99,110P57805,21:00,56.7
99,110P57805,21:15,55.3
99,110P57805,21:30,57.6
99,110P57805,21:45,60.4
99,110P57805,22:00,55.6
99,110P57805,22:15,61.3
99,110P57805,22:30,61.8
99,110P57805,22:45,59.9
99,110P57805,23:00,59.6
99,110P57805,23:15,64.7
99,110P57805,23:30,59.7
99,110P57805,23:45,58.7
"98, 80, 81",110P57807,00:00,58.0
"98, 80, 81",110P57807,00:15,58.0
"98, 80, 81",110P57807,00:30,58.0
"98, 80, 81",110P57807,00:45,58.0
"98, 80, 81",110P57807,01:00,58.0
"98, 80, 81",110P57807,01:15,58.0
"98, 80, 81",110P57807,01:30,58.0
"98, 80, 81",110P57807,01:45,54.7
"98, 80, 81",110P57807,02:00,54.7
"98, 80, 81",110P57807,02:15,59.3
"98, 80, 81",110P57807,02:30,58.5
"98, 80, 81",110P57807,02:45,58.0
"98, 80, 81",110P57807,03:00,58.0
"98, 80, 81",110P57807,03:15,58.0
"98, 80, 81",110P57807,03:30,61.1
"98, 80, 81",110P57807,03:45,65.1
"98, 80, 81",110P57807,04:00,60.7
"98, 80, 81",110P57807,04:15,58.9
"98, 80, 81",110P57807,04:30,61.0
"98, 80, 81",110P57807,04:45,54.8
"98, 80, 81",110P57807,05:00,59.1
"98, 80, 81",110P57807,05:15,56.4
"98, 80, 81",110P57807,05:30,50.7
"98, 80, 81",110P57807,05:45,53.6
"98, 80, 81",110P57807,06:00,57.5
"98, 80, 81",110P57807,06:15,51.4
"98, 80, 81",110P57807,06:30,51.6
"98, 80, 81",110P57807,06:45,54.5
"98, 80, 81",110P57807,07:00,56.2
"98, 80, 81",110P57807,07:15,50.4
"98, 80, 81",110P57807,07:30,49.9
"98, 80, 81",110P57807,07:45,53.5
"98, 80, 81",110P57807,08:00,54.8
"98, 80, 81",110P57807,08:15,55.3
"98, 80, 81",110P57807,08:30,55.7
"98, 80, 81",110P57807,08:45,56.2
"98, 80, 81",110P57807,09:00,56.9
"98, 80, 81",110P57807,09:15,56.9
"98, 80, 81",110P57807,09:30,57.5
"98, 80, 81",110P57807,09:45,55.5
"98, 80, 81",110P57807,10:00,57.6
"98, 80, 81",110P57807,10:15,56.5
"98, 80, 81",110P57807,10:30,56.2
"98, 80, 81",110P57807,10:45,59.0
"98, 80, 81",110P57807,11:00,47.0
"98, 80, 81",110P57807,11:15,47.0
"98, 80, 81",110P57807,11:30,47.0
"98, 80, 81",110P57807,11:45,47.0
"98, 80, 81",110P57807,12:00,30.0
"98, 80, 81",110P57807,12:15,30.0
"98, 80, 81",110P57807,12:30,30.0
"98, 80, 81",110P57807,12:45,30.0
"98, 80, 81",110P57807,13:00,23.4
"98, 80, 81",110P57807,13:15,19.9
"98, 80, 81",110P57807,13:30,18.0
"98, 80, 81",110P57807,13:45,20.0
"98, 80, 81",110P57807,14:00,21.7
"98, 80, 81",110P57807,14:15,22.3
"98, 80, 81",110P57807,14:30,23.4
"98, 80, 81",110P57807,14:45,24.3
"98, 80, 81",110P57807,15:00,23.9
"98, 80, 81",110P57807,15:15,18.4
"98, 80, 81",110P57807,15:30,20.5
"98, 80, 81",110P57807,15:45,21.6
"98, 80, 81",110P57807,16:00,19.0
"98, 80, 81",110P57807,16:15,19.0
"98, 80, 81",110P57807,16:30,54.4
"98, 80, 81",110P57807,16:45,54.9
"98, 80, 81",110P57807,17:00,48.0
"98, 80, 81",110P57807,17:15,48.0
"98, 80, 81",110P57807,17:30,39.5
"98, 80, 81",110P57807,17:45,34.3
"98, 80, 81",110P57807,18:00,46.6
"98, 80, 81",110P57807,18:15,58.7
"98, 80, 81",110P57807,18:30,53.7
"98, 80, 81",110P57807,18:45,57.5
"98, 80, 81",110P57807,19:00,55.8
"98, 80, 81",110P57807,19:15,52.0
