zone_id,time,speed,volume,occupancy
196740,00:15,69.3,250.0,2.1
196740,00:30,68.7,220.0,1.8
196740,00:45,68.9,236.0,1.6
196740,01:00,68.1,239.0,1.8
196740,01:15,67.6,190.0,1.3
196740,01:30,68.4,209.0,2.1
196740,01:45,68.8,161.0,1.3
196740,02:00,70.9,189.0,1.5
196740,02:15,69.6,179.0,1.3
196740,02:30,72.0,176.0,1.3
196740,02:45,68.9,192.0,1.4
196740,03:00,69.6,241.0,1.7
196740,03:15,70.0,258.0,2.1
196740,03:30,69.7,307.0,2.5
196740,03:45,68.2,361.0,2.8
196740,04:00,69.0,432.0,3.0
196740,04:15,68.1,570.0,4.5
196740,04:30,67.7,741.0,5.5
196740,04:45,66.3,759.0,5.8
196740,05:00,64.1,1017.0,7.4
196740,05:15,59.4,1112.0,9.5
196740,05:30,58.0,1226.0,9.8
196740,05:45,58.9,1107.0,9.5
196740,06:00,57.3,1202.0,9.7
196740,06:15,56.2,1222.0,10.9
196740,06:30,56.3,1239.0,10.4
196740,06:45,55.7,1136.0,10.3
196740,07:00,56.4,1165.0,9.7
196740,07:15,54.1,1147.0,11.0
196740,07:30,58.4,1244.0,9.9
196740,07:45,58.1,1100.0,10.0
196740,08:00,57.8,1126.0,9.2
196740,08:15,57.8,1099.0,9.7
196740,08:30,58.8,1159.0,9.1
196740,08:45,59.9,998.0,9.3
196740,09:00,62.4,1018.0,8.3
196740,09:15,62.0,1068.0,8.8
196740,09:30,63.7,1040.0,7.8
196740,09:45,64.2,926.0,7.6
196740,10:00,64.1,993.0,7.8
196740,10:15,62.1,1101.0,8.8
196740,10:30,62.8,1100.0,7.9
196740,10:45,62.2,978.0,7.9
196740,11:00,62.5,1027.0,7.3
196740,11:15,61.6,989.0,8.1
196740,11:30,61.5,1065.0,8.1
196740,11:45,62.7,965.0,7.7
196740,12:00,62.1,1059.0,7.9
196740,12:15,63.8,843.0,6.7
196740,12:30,66.5,621.0,4.1
196740,12:45,66.2,626.0,4.4
196740,13:00,64.1,660.0,5.7
196740,13:15,61.3,974.0,8.5
196740,13:30,59.1,980.0,9.0
196740,13:45,60.8,1016.0,8.4
196740,14:00,63.0,685.0,5.3
196740,14:15,65.0,645.0,4.6
196740,14:30,62.4,824.0,6.5
196740,14:45,62.4,776.0,7.0
196740,15:00,63.0,859.0,6.6
196740,15:15,59.5,925.0,8.2
196740,15:30,59.2,1033.0,8.3
196740,15:45,59.6,899.0,7.9
196740,16:00,59.7,925.0,7.6
196740,16:15,60.0,862.0,7.0
196740,16:30,60.9,940.0,7.2
196740,16:45,60.7,883.0,7.3
196740,17:00,62.8,971.0,7.4
196740,17:15,62.8,981.0,7.0
196740,17:30,64.1,809.0,6.6
196740,17:45,60.2,821.0,7.2
196740,18:00,61.2,900.0,6.5
196740,18:15,67.2,634.0,4.2
196740,18:30,68.2,613.0,3.5
196740,18:45,68.2,617.0,3.8
196740,19:00,66.8,614.0,4.5
196740,19:15,64.0,833.0,6.7
196740,19:30,62.6,853.0,7.4
196740,19:45,59.8,846.0,7.8
196740,20:00,58.4,895.0,8.3
196740,20:15,57.8,920.0,7.9
196740,20:30,63.0,703.0,5.9
196740,20:45,62.4,678.0,5.2
196740,21:00,63.8,582.0,4.8
196740,21:15,62.8,709.0,5.9
196740,21:30,62.4,703.0,6.3
196740,21:45,66.0,504.0,3.7
196740,22:00,67.6,356.0,2.5
196740,22:15,66.0,416.0,2.7
196740,22:30,67.1,400.0,3.0
196740,22:45,66.6,269.0,1.5
196740,23:00,67.5,298.0,2.1
196740,23:15,67.7,323.0,2.4
196740,23:30,66.2,318.0,2.5
196740,23:45,66.5,283.0,3.0
196797,00:00,5.3,5.0,0.7
196797,00:15,20.0,16.0,1.0
196797,00:30,3.3,1.0,0.7
196797,00:45,26.0,8.0,1.0
196797,01:00,28.0,5.0,1.0
196797,01:15,19.7,10.0,1.0
196797,01:30,8.7,6.0,0.7
196797,01:45,7.0,4.0,1.0
196797,02:00,9.3,5.0,1.0
196797,02:15,2.0,1.0,1.0
196797,02:30,8.0,4.0,1.0
196797,02:45,8.0,5.0,1.0
196797,03:00,15.0,6.0,1.0
196797,03:15,6.7,5.0,1.0
196797,03:30,16.5,7.0,1.0
196797,03:45,24.7,1.0,1.0
196797,04:00,22.3,15.0,1.0
196797,04:15,0.0,0.0,0.7
196797,04:30,21.0,5.0,0.7
196797,04:45,29.3,18.0,1.0
196797,05:00,71.0,85.0,1.0
196797,05:15,40.5,27.0,1.0
196797,05:30,51.0,123.0,1.0
196797,05:45,24.0,72.0,1.0
196797,06:00,40.3,76.0,1.0
196797,06:15,58.3,138.0,1.0
196797,06:30,67.5,124.0,1.0
196797,06:45,44.3,97.0,1.0
196797,07:00,26.0,59.0,1.0
196797,07:15,40.3,99.0,1.0
196797,07:30,35.0,73.0,1.0
196797,07:45,75.7,268.0,1.0
196797,08:00,0.0,0.0,1.0
196797,08:15,66.7,164.0,1.0
196797,08:30,3.3,2.0,0.7
196797,08:45,43.0,98.0,1.0
196797,09:00,40.7,71.0,1.0
196797,09:15,25.3,44.0,0.7
196797,09:30,47.3,59.0,1.0
196797,09:45,58.5,16.0,1.0
196797,10:00,71.7,69.0,1.0
196797,10:15,19.0,12.0,0.7
196797,10:30,2.3,2.0,1.0
196797,10:45,0.0,0.0,1.0
196797,11:00,0.0,0.0,1.0
196797,11:15,0.0,0.0,1.0
196797,11:30,0.0,0.0,0.7
196797,11:45,0.0,0.0,1.0
196797,12:00,0.0,0.0,1.0
196797,12:15,0.0,0.0,1.0
196797,12:30,0.0,0.0,1.0
196797,12:45,0.0,0.0,1.0
196797,13:00,0.0,0.0,0.7
196797,13:15,0.0,0.0,0.7
196797,13:30,0.0,0.0,0.3
196797,13:45,0.0,0.0,1.0
196797,14:00,0.0,0.0,1.0
196797,14:15,0.0,0.0,1.0
196797,14:30,0.0,0.0,1.0
196797,14:45,0.0,0.0,1.0
196797,15:00,0.0,0.0,1.0
196797,15:15,0.0,0.0,1.0
196797,15:30,0.0,0.0,0.7
196797,15:45,0.0,0.0,1.0
196797,16:00,0.0,0.0,1.0
196797,16:15,0.0,0.0,1.0
196797,16:30,0.0,0.0,1.0
196797,16:45,0.0,0.0,0.7
196797,17:00,0.0,0.0,1.0
196797,17:15,0.0,0.0,1.0
196797,17:30,0.0,0.0,1.0
196797,17:45,0.0,0.0,1.0
196797,18:00,0.0,0.0,1.0
196797,18:15,0.0,0.0,0.7
196797,18:30,0.0,0.0,1.0
196797,18:45,0.0,0.0,1.0
196797,19:00,0.0,0.0,1.0
196797,19:15,0.0,0.0,1.0
196797,19:30,0.0,0.0,1.0
196797,19:45,0.0,0.0,1.0
196797,20:00,0.0,0.0,1.0
196797,20:15,0.0,0.0,1.0
196797,20:30,0.0,0.0,0.7
196797,20:45,0.0,0.0,1.0
196797,21:00,0.0,0.0,1.0
196797,21:15,0.0,0.0,1.0
196797,21:30,0.0,0.0,0.7
196797,21:45,0.0,0.0,0.7
196797,22:00,0.0,0.0,1.0
196797,22:15,0.0,0.0,1.0
196797,22:30,0.0,0.0,0.7
196797,22:45,0.0,0.0,1.0
196797,23:00,0.0,0.0,0.5
196797,23:15,0.0,0.0,1.0
196797,23:30,0.0,0.0,1.0
196797,23:45,0.0,0.0,0.7
197009,00:00,32.8,27.0,0.9
197009,00:15,43.4,27.0,0.8
197009,00:30,34.2,18.0,0.4
197009,00:45,43.1,21.0,0.6
197009,01:00,23.0,12.0,0.3
197009,01:15,17.2,7.0,0.1
197009,01:30,35.5,19.0,0.4
197009,01:45,31.2,17.0,0.6
197009,02:00,25.6,10.0,0.2
197009,02:15,28.2,13.0,0.3
197009,02:30,23.8,7.0,0.0
197009,02:45,27.1,10.0,0.1
197009,03:00,12.8,4.0,0.0
197009,03:15,13.5,6.0,0.2
197009,03:30,16.2,8.0,0.2
197009,03:45,21.8,13.0,0.5
197009,04:00,15.1,4.0,0.0
197009,04:15,26.8,15.0,0.3
197009,04:30,24.2,15.0,0.5
197009,04:45,22.9,15.0,0.5
197009,05:00,34.3,31.0,1.2
197009,05:15,37.6,45.0,1.9
197009,05:30,35.8,30.0,1.4
197009,05:45,43.2,47.0,1.8
197009,06:00,32.4,50.0,3.0
197009,06:15,35.5,41.0,1.7
197009,06:30,41.9,79.0,4.0
197009,06:45,35.8,66.0,2.9
197009,07:00,42.0,69.0,3.5
197009,07:15,42.5,78.0,4.3
197009,07:30,41.9,92.0,3.8
197009,07:45,36.8,97.0,5.1
197009,08:00,40.8,114.0,5.1
197009,08:15,38.8,72.0,3.2
197009,08:30,44.2,95.0,3.7
197009,08:45,40.4,104.0,5.8
197009,09:00,42.2,93.0,4.4
197009,09:15,41.2,71.0,3.2
197009,09:30,42.0,97.0,4.1
197009,09:45,41.9,81.0,3.3
197009,10:00,41.2,86.0,3.4
197009,10:15,41.7,82.0,3.3
197009,10:30,39.3,85.0,3.3
197009,10:45,40.9,63.0,2.8
197009,11:00,43.8,62.0,2.2
197009,11:15,42.5,69.0,2.7
197009,11:30,41.3,94.0,3.9
197009,11:45,40.5,108.0,5.3
197009,12:00,41.2,92.0,3.8
197009,12:15,41.2,87.0,4.0
197009,12:30,41.0,110.0,4.7
197009,12:45,41.6,119.0,4.7
197009,13:00,42.2,87.0,3.9
197009,13:15,42.4,97.0,3.6
197009,13:30,40.2,110.0,5.1
197009,13:45,41.1,124.0,5.2
197009,14:00,38.6,106.0,5.1
197009,14:15,40.3,134.0,5.4
197009,14:30,39.8,157.0,6.6
197009,14:45,40.5,104.0,4.6
197009,15:00,39.8,107.0,4.6
197009,15:15,39.4,112.0,5.1
197009,15:30,38.8,120.0,5.5
197009,15:45,40.1,133.0,6.6
197009,16:00,40.0,113.0,4.6
197009,16:15,38.7,121.0,5.9
197009,16:30,39.8,129.0,5.5
197009,16:45,36.8,111.0,5.2
197009,17:00,38.9,116.0,4.8
197009,17:15,39.2,136.0,7.2
197009,17:30,37.8,115.0,5.5
197009,17:45,38.5,148.0,6.4
197009,18:00,39.9,111.0,4.6
197009,18:15,40.5,118.0,5.2
197009,18:30,38.9,90.0,3.6
197009,18:45,38.8,94.0,3.9
197009,19:00,40.7,86.0,3.2
197009,19:15,43.8,74.0,2.8
197009,19:30,43.7,82.0,2.7
197009,19:45,43.6,83.0,3.3
197009,20:00,42.9,71.0,2.8
197009,20:15,42.8,55.0,2.2
197009,20:30,40.5,77.0,2.9
197009,20:45,43.3,55.0,2.1
197009,21:00,41.2,80.0,3.3
197009,21:15,41.8,75.0,3.3
197009,21:30,39.4,70.0,2.8
197009,21:45,40.0,72.0,2.8
197009,22:00,42.0,57.0,2.2
197009,22:15,42.2,71.0,2.5
197009,22:30,41.0,56.0,2.3
197009,22:45,36.9,47.0,1.8
197009,23:00,41.7,45.0,1.4
197009,23:15,39.0,42.0,1.4
197009,23:30,34.8,26.0,1.0
197009,23:45,40.9,35.0,1.0
197024,00:00,31.5,55.0,0.5
197024,00:15,34.1,48.0,0.4
197024,00:30,34.8,56.0,0.5
197024,00:45,25.9,48.0,0.6
197024,01:00,24.5,32.0,0.2
197024,01:15,19.6,25.0,0.2
197024,01:30,30.8,38.0,0.3
197024,01:45,23.9,27.0,0.2
197024,02:00,21.4,27.0,0.2
197024,02:15,15.0,15.0,0.2
197024,02:30,24.8,31.0,0.2
197024,02:45,29.7,41.0,0.5
197024,03:00,20.5,28.0,0.3
197024,03:15,26.1,45.0,0.5
197024,03:30,27.8,63.0,0.9
197024,03:45,33.3,58.0,0.7
197024,04:00,33.9,85.0,1.2
197024,04:15,32.8,120.0,1.8
197024,04:30,36.7,138.0,2.1
197024,04:45,35.7,183.0,3.1
197024,05:00,36.2,175.0,3.4
197024,05:15,38.8,256.0,5.3
197024,05:30,37.0,245.0,5.8
197024,05:45,36.6,287.0,6.8
197024,06:00,38.0,272.0,8.4
197024,06:15,37.8,316.0,7.8
197024,06:30,39.1,308.0,6.6
197024,06:45,38.1,374.0,8.9
197024,07:00,39.6,315.0,8.1
197024,07:15,32.6,333.0,10.1
197024,07:30,35.2,340.0,11.3
197024,07:45,35.8,282.0,9.7
197024,08:00,35.7,287.0,8.7
197024,08:15,35.6,269.0,7.4
197024,08:30,38.0,311.0,6.4
197024,08:45,37.5,271.0,10.0
197024,09:00,37.9,330.0,6.9
197024,09:15,36.1,300.0,6.3
197024,09:30,39.1,373.0,7.1
197024,09:45,39.8,284.0,5.2
197024,10:00,38.5,282.0,4.8
197024,10:15,37.9,270.0,5.4
197024,10:30,40.4,362.0,6.1
197024,10:45,37.6,284.0,5.8
197024,11:00,40.3,343.0,6.1
197024,11:15,39.2,306.0,6.7
197024,11:30,40.4,363.0,6.2
197024,11:45,38.7,332.0,6.2
197024,12:00,39.2,368.0,6.7
197024,12:15,39.5,364.0,7.0
197024,12:30,38.9,361.0,6.5
197024,12:45,39.2,385.0,6.9
197024,13:00,38.3,313.0,7.5
197024,13:15,39.6,314.0,5.3
197024,13:30,38.6,379.0,7.3
197024,13:45,39.6,367.0,6.5
197024,14:00,37.9,347.0,6.6
197024,14:15,39.0,310.0,5.6
197024,14:30,38.0,378.0,7.1
197024,14:45,37.8,398.0,8.3
197024,15:00,31.1,328.0,13.4
197024,15:15,30.3,334.0,19.9
197024,15:30,29.5,358.0,21.3
197024,15:45,32.3,346.0,13.1
197024,16:00,31.4,394.0,16.6
197024,16:15,30.3,377.0,16.4
197024,16:30,28.4,418.0,19.4
197024,16:45,27.0,383.0,25.6
197024,17:00,28.7,420.0,25.0
197024,17:15,30.2,414.0,21.8
197024,17:30,30.3,369.0,16.2
197024,17:45,27.4,411.0,21.5
197024,18:00,27.5,290.0,18.3
197024,18:15,26.1,349.0,19.4
197024,18:30,28.9,277.0,22.7
197024,18:45,33.0,316.0,12.9
197024,19:00,32.0,368.0,16.4
197024,19:15,36.0,360.0,10.3
197024,19:30,34.7,334.0,9.9
197024,19:45,39.1,297.0,5.6
197024,20:00,41.4,342.0,5.6
197024,20:15,40.3,328.0,5.5
197024,20:30,37.9,290.0,5.6
197024,20:45,41.2,274.0,4.3
197024,21:00,39.3,273.0,5.0
197024,21:15,40.2,240.0,3.9
197024,21:30,40.2,199.0,3.5
197024,21:45,37.8,183.0,2.6
197024,22:00,38.1,139.0,3.0
197024,22:15,36.7,146.0,2.2
197024,22:30,39.3,119.0,1.8
197024,22:45,35.7,108.0,1.6
197024,23:00,34.6,81.0,1.3
197024,23:15,36.4,76.0,0.9
197024,23:30,37.7,70.0,0.9
197024,23:45,29.3,65.0,0.9
197063,00:00,7.1,1.0,0.1
197063,00:15,7.9,1.0,0.1
197063,00:30,7.1,1.0,0.1
197063,00:45,0.0,0.0,0.0
197063,01:00,0.0,0.0,0.0
197063,01:15,0.0,0.0,0.0
197063,01:30,13.8,2.0,0.2
197063,01:45,23.6,5.0,0.4
197063,02:00,6.9,2.0,0.1
197063,02:15,7.6,1.0,0.1
197063,02:30,0.0,0.0,0.0
197063,02:45,7.4,1.0,0.1
197063,03:00,6.2,1.0,0.1
197063,03:15,0.0,0.0,0.0
197063,03:30,5.9,1.0,0.1
197063,03:45,0.0,0.0,0.0
197063,04:00,17.4,3.0,0.4
197063,04:15,12.9,3.0,0.3
197063,04:30,11.4,2.0,0.2
197063,04:45,19.3,3.0,0.6
197063,05:00,36.5,7.0,1.0
197063,05:15,30.3,5.0,0.6
197063,05:30,13.5,2.0,0.2
197063,05:45,36.9,5.0,0.7
197063,06:00,18.1,3.0,0.4
197063,06:15,14.0,2.0,0.3
197063,06:30,18.9,7.0,0.5
197063,06:45,39.4,10.0,0.7
197063,07:00,46.6,10.0,0.9
197063,07:15,21.9,6.0,0.4
197063,07:30,26.9,9.0,0.5
197063,07:45,44.4,21.0,2.9
197063,08:00,42.2,10.0,0.8
197063,08:15,28.4,7.0,0.6
197063,08:30,36.8,9.0,0.8
197063,08:45,37.4,16.0,1.1
197063,09:00,18.9,8.0,0.5
197063,09:15,43.3,9.0,0.9
197063,09:30,44.9,10.0,1.0
197063,09:45,29.7,6.0,0.6
197063,10:00,32.9,7.0,0.6
197063,10:15,30.1,5.0,0.6
197063,10:30,32.2,5.0,0.6
197063,10:45,13.1,2.0,0.3
197063,11:00,11.2,3.0,0.2
197063,11:15,34.4,11.0,1.0
197063,11:30,36.4,9.0,0.8
197063,11:45,43.4,14.0,0.8
197063,12:00,38.3,8.0,0.8
197063,12:15,41.5,14.0,0.8
197063,12:30,41.0,14.0,0.9
197063,12:45,37.2,31.0,3.1
197063,13:00,41.9,10.0,0.9
197063,13:15,30.0,9.0,1.5
197063,13:30,49.3,13.0,1.1
197063,13:45,45.5,10.0,0.9
197063,14:00,39.1,8.0,0.7
197063,14:15,51.9,22.0,1.4
197063,14:30,52.9,14.0,1.0
197063,14:45,33.1,12.0,1.1
197063,15:00,47.6,26.0,2.3
