journey_id,t_unix,latitude,longitude,speed_mph,heading
250c0e34,1722862418,38.668335,-77.266826,38.0,74.0
1c2169c4,1722859442,38.67366,-77.278006,49.0,39.0
2a8f3596,1722861393,38.63577,-77.288734,9.0,106.0
aab66d47,1722861778,38.634814,-77.284611,0.0,107.0
aab66d47,1722861388,38.659211,-77.278551,62.0,203.0
a4623c00,1722860431,38.657617,-77.279129,78.0,23.0
b5e7af3d,1722862637,38.628078,-77.302185,0.0,284.0
b5ea29e2,1722861024,38.627154,-77.289696,60.0,307.0
33191b88,1722859935,38.654756,-77.27569,0.0,319.0
921b3c1f,1722861610,38.64666,-77.302205,52.0,179.0
3bb42406,1722861718,38.638276,-77.297765,15.0,294.0
5f8f94a0,1722860143,38.650158,-77.260708,0.0,318.0
5f8f94a0,1722860596,38.650158,-77.260707,0.0,318.0
5f8f94a0,1722861571,38.645381,-77.286297,63.0,203.0
5f8f94a0,1722860350,38.650158,-77.260707,0.0,318.0
4a1449f1,1722859774,38.651219,-77.258233,29.0,231.0
8c1e3a76,1722862230,38.66,-77.28,0.0,
f0447c31,1722862240,38.6391,-77.289488,64.0,199.0
8bef04d0,1722861937,38.625602,-77.287426,19.0,128.0
18401b28,1722862129,38.656931,-77.282509,16.0,260.0
ec8444a6,1722859202,38.65781,-77.278652,31.0,23.0
e88b8bf4,1722861558,38.619216,-77.284845,51.0,46.0
cd60eedf,1722861731,38.625526,-77.286533,0.0,228.0
245b423c,1722860935,38.626145,-77.294051,74.0,20.0
60ce4a5c,1722861580,38.633305,-77.276547,29.0,58.0
b420da60,1722859479,38.618585,-77.284153,0.0,355.0
dbcdadc5,1722861642,38.670357,-77.254271,64.0,257.0
dbabb778,1722861290,38.669904,-77.255395,62.0,80.0
41c51c1a,1722859713,38.647918,-77.284139,16.0,23.0
b417c34a,1722862245,38.62,-77.29,3.0,
d11cd72c,1722861379,38.621142,-77.296459,69.0,20.0
d587e7e8,1722859368,38.627099,-77.284435,0.0,28.0
d587e7e8,1722859783,38.650694,-77.290077,4.0,348.0
2c82be1e,1722861792,38.62,-77.3,4.0,
4b04539d,1722859461,38.665191,-77.273545,40.0,43.0
f3be1791,1722860066,38.659617,-77.277676,24.0,23.0
eab6a90a,1722859856,38.646432,-77.28496,35.0,22.0
ed3e3698,1722861599,38.65282,-77.291408,0.0,261.0
ed3e3698,1722861992,38.650868,-77.290996,26.0,256.0
a13957ee,1722859594,38.663694,-77.275344,68.0,33.0
17ae6f73,1722862477,38.64,-77.3,11.0,
69ecb69e,1722862591,38.673084,-77.254023,40.0,159.0
b4215855,1722859692,38.64,-77.3,7.0,
20a44798,1722861285,38.633339,-77.291405,64.0,195.0
9edf02e5,1722861356,38.618666,-77.290534,42.0,155.0
2b44842b,1722862523,38.668839,-77.26408,59.0,80.0
88f25475,1722861735,38.637068,-77.284436,8.0,309.0
9bbf4b03,1722860303,38.63245,-77.291016,69.0,15.0
4c4fcbcf,1722859247,38.654298,-77.280911,68.0,23.0
e3767fd0,1722860479,38.669976,-77.254328,35.0,78.0
dd270760,1722862005,38.654103,-77.281333,69.0,203.0
b318ab51,1722859947,38.62689,-77.274298,0.0,23.0
b318ab51,1722860028,38.62689,-77.274298,0.0,23.0
b318ab51,1722861510,38.62689,-77.274298,0.0,23.0
b318ab51,1722861834,38.62689,-77.274298,0.0,23.0
b318ab51,1722861375,38.62689,-77.274298,0.0,23.0
b318ab51,1722859509,38.62689,-77.274298,0.0,23.0
27826c65,1722861847,38.661175,-77.247706,44.0,27.0
cc69b66a,1722862555,38.62,-77.29,17.0,
6dfe7896,1722861735,38.635,-77.270653,42.0,27.0
3cfbfadb,1722859949,38.634763,-77.290103,59.0,15.0
eaec1387,1722862176,38.629195,-77.274655,13.0,307.0
23decda9,1722862006,38.658133,-77.300352,0.0,283.0
9eca2ed7,1722860603,38.659559,-77.27749,26.0,23.0
52a8b254,1722860278,38.651478,-77.282107,33.0,23.0
1588bee2,1722859393,38.648709,-77.284004,69.0,23.0
4e3ea112,1722860190,38.64,-77.25,0.0,
ae11f2f3,1722862780,38.663334,-77.275346,83.0,33.0
3e10d46f,1722860675,38.651345,-77.28228,34.0,23.0
ac0f95c1,1722861142,38.637127,-77.269202,0.0,211.0
53a025b3,1722860657,38.618039,-77.298646,21.0,231.0
433942d7,1722860015,38.668834,-77.26536,76.0,79.0
af1de8d5,1722859286,38.664003,-77.290599,43.0,34.0
bb911361,1722861446,38.66934,-77.260077,39.0,81.0
1e3dfb40,1722862203,38.657383,-77.278859,33.0,23.0
f5cb300e,1722861289,38.656369,-77.289195,27.0,27.0
d085f4fb,1722861638,38.625526,-77.294717,25.0,200.0
53786947,1722860102,38.617911,-77.298594,51.0,201.0
f330056c,1722859366,38.650856,-77.290457,0.0,72.0
34164a3c,1722859789,38.671734,-77.24652,57.0,70.0
d9025879,1722860394,38.637419,-77.298534,37.0,30.0
9acc74e3,1722859320,38.623106,-77.260048,0.0,173.0
6c0dc3ca,1722860385,38.625598,-77.287184,0.0,127.0
a63bab7d,1722861860,38.630877,-77.273643,0.0,117.0
680e72f4,1722860361,38.654903,-77.278448,31.0,237.0
9c4d6c4f,1722861563,38.668348,-77.243646,0.0,324.0
9c4d6c4f,1722861191,38.647937,-77.262861,36.0,33.0
ebc94dc4,1722859864,38.649165,-77.260903,0.0,331.0
ec06439b,1722859491,38.650152,-77.259794,34.0,228.0
ebc94dc4,1722859996,38.651231,-77.26384,39.0,287.0
42825959,1722861449,38.636535,-77.269527,0.0,30.0
faa258b8,1722860969,38.659353,-77.277825,37.0,23.0
6521eb3a,1722861391,38.62,-77.27,33.0,
6521eb3a,1722861007,38.62,-77.27,0.0,
8f44aecd,1722862098,38.652654,-77.281529,15.0,23.0
6e975f20,1722861969,38.658588,-77.280667,0.0,97.0
a076e973,1722861843,38.634992,-77.284149,0.0,199.0
8cde072a,1722860366,38.670848,-77.250663,77.0,75.0
4b46ec73,1722860950,38.627646,-77.293385,80.0,21.0
e3d2ed37,1722861162,38.674964,-77.265313,49.0,130.0
a3b6c763,1722859972,38.620577,-77.283367,0.0,44.0
4543c828,1722859220,38.65484,-77.285924,41.0,28.0
7498448b,1722862388,38.669469,-77.258777,47.0,80.0
a1e7a55a,1722859212,38.638095,-77.289735,68.0,196.0
a2fef06e,1722861844,38.645903,-77.285272,59.0,23.0
71a79290,1722861486,38.65714,-77.249969,0.0,300.0
71a79290,1722860535,38.662816,-77.252549,19.0,259.0
71a79290,1722861939,38.657242,-77.292358,47.0,297.0
2c6d6c8e,1722860954,38.628275,-77.292781,69.0,19.0
38739ad5,1722862594,38.638189,-77.297914,16.0,29.0
23c3eae9,1722862474,38.66,-77.26,45.0,
2e564e1c,1722860175,38.64,-77.26,0.0,
22ad6f03,1722860743,38.631525,-77.291238,58.0,15.0
28208ff0,1722859700,38.629874,-77.294722,36.0,42.0
4f0cbfe9,1722860425,38.634885,-77.284836,0.0,107.0
4f0cbfe9,1722860128,38.656416,-77.280146,60.0,203.0
54113dcb,1722859202,38.674192,-77.256423,0.0,60.0
65fa7b59,1722860425,38.667408,-77.2411,35.0,41.0
a912bbb3,1722860773,38.639046,-77.28865,72.0,17.0
5edfe535,1722860566,38.633958,-77.265048,8.0,305.0
ae59eb94,1722860281,38.627215,-77.301442,40.0,275.0
91d96b3e,1722860893,38.669496,-77.260598,65.0,261.0
7c46d34a,1722859939,38.667986,-77.26918,81.0,61.0
a10bb3e7,1722859860,38.639611,-77.293081,6.0,65.0
f2669b47,1722862790,38.658291,-77.301335,19.0,116.0
3a0c6568,1722861156,38.631016,-77.250504,28.0,186.0
3a0c6568,1722861243,38.6325,-77.260465,34.0,290.0
67afc0c5,1722861580,38.656481,-77.279372,32.0,23.0
9ec59764,1722862064,38.659458,-77.27775,3.0,22.0
fd077a1b,1722859388,38.661801,-77.247289,49.0,28.0
b3c593a6,1722862033,38.636451,-77.269694,35.0,210.0
1139fa6f,1722860448,38.67418,-77.279167,0.0,302.0
1139fa6f,1722860394,38.674127,-77.279063,1.0,302.0
ae603176,1722859463,38.658858,-77.278368,73.0,23.0
83ead6ee,1722859260,38.646251,-77.302153,38.0,175.0
37d89c6b,1722862259,38.64756,-77.263122,38.0,26.0
8102ca0d,1722860429,38.627575,-77.299239,41.0,241.0
26a32dc0,1722862671,38.61483,-77.300306,67.0,211.0
5899b254,1722862341,38.619831,-77.254227,6.0,4.0
b5430db4,1722861795,38.662001,-77.292786,46.0,55.0
f75dcc5a,1722860092,38.630596,-77.286122,0.0,48.0
14938940,1722860427,38.618838,-77.297915,39.0,201.0
bb15c205,1722861051,38.66,-77.3,19.0,
b01313c4,1722859531,38.62,-77.3,14.0,
74380d01,1722859353,38.670805,-77.25179,72.0,254.0
174f3c83,1722861501,38.656122,-77.289323,16.0,3.0
44741a41,1722860128,38.670324,-77.25433,57.0,256.0
44741a41,1722859894,38.659949,-77.2775,19.0,23.0
eaf7ee95,1722860070,38.650355,-77.282832,18.0,23.0
73bca20d,1722860021,38.662431,-77.252916,26.0,151.0
986e1183,1722859203,38.625759,-77.277727,52.0,28.0
30b200d8,1722860005,38.637885,-77.295038,19.0,355.0
4db850e1,1722861218,38.645531,-77.285478,68.0,23.0
331dde6d,1722859353,38.653216,-77.286752,0.0,209.0
331dde6d,1722859630,38.656806,-77.282099,34.0,85.0
ca1598a6,1722859925,38.640819,-77.288716,58.0,201.0
f11e49a5,1722860362,38.616431,-77.299144,42.0,204.0
23b4b7b9,1722860781,38.665358,-77.273638,75.0,42.0
7a9a9f60,1722860027,38.616471,-77.299323,62.0,205.0
116f4d1c,1722860722,38.634588,-77.284017,31.0,108.0
ceb8d759,1722860340,38.62,-77.29,0.0,
ceb8d759,1722860430,38.62,-77.29,19.0,
5aed1d98,1722860248,38.64,-77.28,41.0,
79a7af39,1722862776,38.653287,-77.301886,0.0,146.0
e853adf9,1722860836,38.620344,-77.283415,55.0,43.0
66e58970,1722861242,38.633078,-77.262303,37.0,293.0
66e58970,1722861144,38.62,-77.26,35.0,
47abdf86,1722859630,38.651978,-77.281865,31.0,23.0
b1b42f0f,1722859612,38.630481,-77.291821,71.0,17.0
25397de9,1722859987,38.674179,-77.25769,25.0,37.0
49116742,1722861906,38.658056,-77.297261,3.0,269.0
26bf7217,1722859462,38.630089,-77.2797,0.0,283.0
26bf7217,1722859783,38.624466,-77.279352,0.0,120.0
75d2c0ed,1722862179,38.670881,-77.251423,74.0,254.0
c7153c7e,1722861707,38.662223,-77.246957,20.0,36.0
c7153c7e,1722861599,38.66218,-77.247557,0.0,130.0
a90afdd8,1722861015,38.624283,-77.267664,20.0,316.0
c47cbb58,1722859229,38.6195,-77.275994,30.0,348.0
f32a233d,1722862086,38.646135,-77.285173,52.0,23.0
679a4095,1722862316,38.654003,-77.280739,44.0,23.0
6a70c7d9,1722859321,38.667822,-77.247816,4.0,213.0
59643159,1722859549,38.6577,-77.290545,0.0,218.0
59643159,1722859966,38.671412,-77.283318,45.0,71.0
de332da4,1722861324,38.630913,-77.292324,69.0,196.0
bf72e0d3,1722862741,38.624613,-77.288051,31.0,239.0
392f9aca,1722860611,38.651458,-77.257398,28.0,51.0
d0a05595,1722861373,38.656493,-77.283866,6.0,64.0
392f9aca,1722860812,38.658459,-77.249338,35.0,28.0
57158879,1722860129,38.648565,-77.296211,3.0,11.0
a3a6f2c4,1722859855,38.66,-77.3,21.0,
1edd1fad,1722859878,38.668673,-77.265413,57.0,79.0
1e2e9c49,1722862464,38.62,-77.3,30.0,
d727bc75,1722859206,38.628003,-77.286479,0.0,342.0
5b18b6bf,1722860392,38.653803,-77.280908,16.0,23.0
8ad2ad83,1722862725,38.637532,-77.298673,34.0,204.0
41688a58,1722861438,38.672057,-77.247213,62.0,249.0
c09341b3,1722862288,38.656837,-77.282616,51.0,262.0
758cdfcd,1722860106,38.618613,-77.298004,47.0,200.0
71c20ee0,1722860894,38.65546,-77.289957,24.0,28.0
64456893,1722860735,38.668649,-77.26507,48.0,79.0
731b5407,1722860540,38.668885,-77.265922,63.0,258.0
da166fa0,1722860830,38.668856,-77.263975,59.0,81.0
8f41d639,1722859909,38.655399,-77.280612,63.0,203.0
cd1c9b55,1722862438,38.660011,-77.277229,57.0,23.0
45eaba39,1722860417,38.634189,-77.282352,37.0,110.0
f8450c5a,1722862726,38.671637,-77.28248,34.0,72.0
45eaba39,1722860570,38.632698,-77.261263,39.0,112.0
613b1a0b,1722861370,38.634693,-77.290949,79.0,195.0
dcb97f3c,1722861956,38.649911,-77.302155,32.0,176.0
e9b2fbfd,1722862687,38.646597,-77.260452,0.0,79.0
f5ca8b11,1722860212,38.646823,-77.260851,1.0,194.0
f5ca8b11,1722859900,38.624225,-77.278998,54.0,36.0
39c4afcb,1722862465,38.633155,-77.291487,75.0,195.0
da3f27fd,1722862781,38.652611,-77.255977,51.0,231.0
7edaa154,1722861105,38.625092,-77.287,0.0,47.0
7edaa154,1722860655,38.619266,-77.29071,45.0,336.0
f8423b39,1722862441,38.669674,-77.259601,61.0,261.0
1c339dad,1722859599,38.635866,-77.295506,0.0,243.0
1c339dad,1722859329,38.628264,-77.292679,59.0,283.0
83e7482f,1722861610,38.668172,-77.267751,50.0,70.0
c30da01f,1722862722,38.647771,-77.284125,62.0,22.0
9f05cf4a,1722862431,38.663181,-77.275536,37.0,30.0
43c09219,1722860594,38.649461,-77.260708,34.0,52.0
9b86a151,1722859737,38.658786,-77.286912,34.0,35.0
f725c58b,1722862002,38.64,-77.26,0.0,
b2a0d0e0,1722861653,38.645378,-77.286201,77.0,203.0
6e54587e,1722859853,38.639488,-77.28823,57.0,20.0
6f92cc44,1722859536,38.650531,-77.245389,0.0,240.0
6f92cc44,1722859231,38.650523,-77.245405,1.0,224.0
4d12583c,1722859760,38.634731,-77.284713,28.0,123.0
ede41834,1722859819,38.619803,-77.296773,65.0,21.0
4382c2c2,1722861548,38.659313,-77.277778,21.0,23.0
e31f8c6d,1722861922,38.669143,-77.261287,52.0,81.0
8e603147,1722862432,38.644393,-77.264862,44.0,22.0
b04f4fb9,1722860746,38.619559,-77.298698,13.0,11.0
5531fe4a,1722862791,38.655807,-77.279451,34.0,14.0
edc50565,1722860753,38.648541,-77.262227,0.0,43.0
2e72835a,1722862630,38.620516,-77.283329,0.0,42.0
4c1de233,1722860928,38.654887,-77.2803,17.0,23.0
36bf3a27,1722860934,38.660029,-77.277745,75.0,23.0
b5fec8b0,1722862220,38.674697,-77.254654,0.0,330.0
f0f08743,1722860464,38.629999,-77.292839,53.0,197.0
f0f08743,1722859704,38.64,-77.27,28.0,
f0f08743,1722861111,38.617942,-77.286515,40.0,43.0
f0f08743,1722859414,38.66,-77.26,0.0,
f0f08743,1722861641,38.66,-77.26,0.0,
bf03c1fd,1722862783,38.668877,-77.265946,62.0,257.0
b094cba8,1722860444,38.65088,-77.256483,0.0,50.0
eea54c96,1722861276,38.668426,-77.267252,69.0,72.0
ab70ae21,1722859257,38.64,-77.3,0.0,
b633432d,1722860148,38.671564,-77.247901,62.0,69.0
860a9f64,1722862270,38.638576,-77.297921,0.0,210.0
860a9f64,1722862516,38.634108,-77.288664,30.0,256.0
2443a1e0,1722859800,38.62,-77.29,14.0,
8006a2e7,1722860939,38.623222,-77.295996,59.0,200.0
912682c0,1722861664,38.619187,-77.295974,0.0,333.0
3edb00e7,1722859877,38.629096,-77.275139,0.0,32.0
c010c0ae,1722862064,38.662787,-77.276445,57.0,209.0
616eed14,1722859210,38.620766,-77.282228,0.0,316.0
958bc0c4,1722862157,38.630425,-77.256181,25.0,154.0
958bc0c4,1722862469,38.633966,-77.265021,16.0,293.0
87740fc7,1722860177,38.673102,-77.253666,30.0,342.0
382d148b,1722860980,38.669854,-77.258856,52.0,262.0
48c5f8e5,1722861990,38.640329,-77.288787,74.0,199.0
57b35bcf,1722860451,38.672167,-77.246984,64.0,248.0
614ab54c,1722862014,38.644237,-77.301057,0.0,251.0
614ab54c,1722862227,38.6322,-77.30147,47.0,198.0
60345653,1722861444,38.663435,-77.275223,13.0,33.0
68c32b84,1722862787,38.64,-77.28,49.0,
3f2a15cb,1722861767,38.654193,-77.253081,48.0,49.0
61e62e44,1722860075,38.669424,-77.260168,79.0,81.0
61e62e44,1722860006,38.659725,-77.278695,44.0,30.0
1f8eb85e,1722859850,38.658863,-77.300513,7.0,260.0
c7829aa9,1722862087,38.669068,-77.262968,77.0,81.0
c7829aa9,1722861226,38.639325,-77.26863,0.0,200.0
c7829aa9,1722861886,38.626092,-77.291555,39.0,235.0
5da96e64,1722860451,38.654531,-77.301833,0.0,148.0
5da96e64,1722859962,38.627669,-77.29917,2.0,241.0
469bf06e,1722861690,38.637898,-77.295192,0.0,196.0
c8c538da,1722860070,38.652134,-77.298182,2.0,248.0
2f45635c,1722860463,38.641342,-77.287651,63.0,20.0
c4b14ea6,1722860128,38.662136,-77.244543,43.0,256.0
cc740cf2,1722861076,38.63404,-77.290519,67.0,15.0
697cd36e,1722861037,38.628501,-77.295044,34.0,96.0
4f96496d,1722861878,38.669921,-77.257531,62.0,261.0
89e6aa6a,1722861757,38.619037,-77.277312,35.0,91.0
a16cffdd,1722860544,38.664112,-77.27471,36.0,37.0
d2a1d635,1722862791,38.665964,-77.272384,56.0,49.0
65e28b80,1722860102,38.660896,-77.296795,44.0,251.0
2ea13bb4,1722861922,38.6516,-77.288526,47.0,47.0
8f12574f,1722862735,38.651407,-77.299988,35.0,81.0
ae7786f4,1722859429,38.650847,-77.28254,42.0,23.0
ee99e07d,1722862647,38.674215,-77.240336,60.0,241.0
be7885da,1722859920,38.646281,-77.288503,33.0,151.0
15a37cbe,1722861993,38.636208,-77.26841,33.0,133.0
15a37cbe,1722861795,38.628051,-77.276021,43.0,34.0
79c3d764,1722862478,38.637506,-77.298522,19.0,30.0
e876a44e,1722861620,38.620384,-77.283544,0.0,43.0
72a7dd57,1722859313,38.662027,-77.276735,57.0,26.0
bdaaec85,1722861086,38.635405,-77.286668,29.0,287.0
bdaaec85,1722861617,38.640761,-77.293975,0.0,272.0
bdaaec85,1722860867,38.62,-77.28,12.0,
e8eec4ec,1722861690,38.61916,-77.28504,38.0,44.0
2f573582,1722861267,38.662665,-77.291956,47.0,39.0
e562be91,1722860549,38.635033,-77.298126,36.0,156.0
c0dae892,1722860642,38.638685,-77.267818,34.0,27.0
82b50b91,1722859606,38.656796,-77.290088,1.0,119.0
82b50b91,1722859286,38.662247,-77.247204,11.0,209.0
5ce24879,1722860535,38.646957,-77.263454,46.0,22.0
458a2346,1722859976,38.64,-77.27,0.0,
cb4c831a,1722862206,38.636531,-77.293203,0.0,9.0
7ea7be22,1722862513,38.635112,-77.290457,73.0,15.0
eb10095d,1722861582,38.64,-77.26,14.0,
b2ee52d5,1722862715,38.643611,-77.290925,0.0,35.0
98fccd89,1722862530,38.656754,-77.281974,33.0,88.0
74709a2f,1722859425,38.669598,-77.258639,74.0,81.0
f0de7912,1722862033,38.670165,-77.254563,79.0,78.0
a3ccce50,1722861222,38.66,-77.3,42.0,
bd2cf45c,1722860554,38.633393,-77.276661,45.0,237.0
bd2cf45c,1722859942,38.62,-77.27,0.0,
efe10294,1722863110,38.661562,-77.27718,67.0,204.0
fd95ebaa,1722865355,38.635165,-77.291076,62.0,194.0
80cc44ad,1722863897,38.619828,-77.257523,0.0,69.0
eaf4763d,1722863520,38.62,-77.28,0.0,
fdffbe72,1722863662,38.659847,-77.27819,54.0,203.0
f20d8167,1722864419,38.656308,-77.251391,18.0,212.0
678f65f1,1722862872,38.620625,-77.296427,74.0,20.0
4f676e8c,1722865109,38.66682,-77.256741,6.0,186.0
57872778,1722865514,38.656512,-77.284055,39.0,244.0
c63f80d6,1722865213,38.656395,-77.284053,5.0,61.0
50aaf436,1722865194,38.62,-77.3,9.0,
f18cda9e,1722865770,38.673586,-77.261515,3.0,174.0
fa50ced0,1722866087,38.659832,-77.297967,4.0,303.0
fa50ced0,1722865892,38.658073,-77.297123,0.0,269.0
a48cbc3b,1722864102,38.671241,-77.249134,77.0,71.0
c118ff8a,1722865781,38.659063,-77.263517,31.0,284.0
ab79f89d,1722865775,38.635034,-77.274245,11.0,147.0
df0e4774,1722866382,38.673596,-77.24051,66.0,66.0
93029bcd,1722863610,38.637602,-77.297463,6.0,33.0
93029bcd,1722863037,38.672186,-77.277954,12.0,285.0
928a47f1,1722862880,38.64889,-77.2618,42.0,49.0
17ae6f73,1722863890,38.64,-77.3,0.0,
17ae6f73,1722863464,38.64,-77.3,0.0,
17ae6f73,1722864829,38.64,-77.3,0.0,
17ae6f73,1722864943,38.64,-77.3,0.0,
50a320c9,1722864271,38.672608,-77.260588,0.0,133.0
91adc543,1722863821,38.667853,-77.268831,62.0,64.0
77680c55,1722863156,38.635199,-77.291246,52.0,206.0
ec910185,1722863519,38.627915,-77.299397,0.0,56.0
ec910185,1722862916,38.65606,-77.277016,55.0,285.0
bed4efca,1722864787,38.632725,-77.269064,0.0,42.0
7690dc8f,1722863102,38.673541,-77.260526,0.0,81.0
8fdd8384,1722863639,38.668794,-77.265376,75.0,79.0
953c5542,1722865545,38.654903,-77.272425,0.0,116.0
953c5542,1722865395,38.650206,-77.282781,66.0,24.0
953c5542,1722865770,38.658827,-77.250224,0.0,149.0
1a8e714d,1722863074,38.62708,-77.290986,35.0,164.0
28995510,1722866330,38.623609,-77.284384,34.0,323.0
31497108,1722865685,38.624485,-77.295167,19.0,200.0
6ee124ab,1722864267,38.66893,-77.252821,39.0,191.0
8e00b24a,1722864758,38.656696,-77.251551,0.0,254.0
8e00b24a,1722864041,38.656696,-77.251551,0.0,254.0
8e00b24a,1722864899,38.656696,-77.251551,0.0,254.0
8e00b24a,1722864261,38.656696,-77.251551,0.0,254.0
8e00b24a,1722864065,38.656696,-77.251551,0.0,254.0
4ddb3b9b,1722863417,38.630535,-77.274013,0.0,30.0
4ddb3b9b,1722863297,38.62638,-77.280129,13.0,132.0
ced8f159,1722862906,38.672878,-77.260491,38.0,104.0
de542d23,1722865614,38.632423,-77.281504,0.0,46.0
de542d23,1722865749,38.632489,-77.282878,7.0,303.0
880547a2,1722863869,38.652434,-77.256118,0.0,231.0
742b912b,1722866065,38.633727,-77.250144,14.0,186.0
880547a2,1722863767,38.656056,-77.251445,46.0,210.0
c5c4d944,1722866334,38.623085,-77.290718,41.0,209.0
2647a26d,1722862925,38.65434,-77.281228,77.0,203.0
e914d6b5,1722863501,38.654324,-77.281208,69.0,203.0
9a3efd7c,1722864250,38.656233,-77.290502,33.0,120.0
39356582,1722864622,38.653406,-77.287589,0.0,119.0
39356582,1722865351,38.616597,-77.299151,1.0,204.0
481e4617,1722864591,38.669273,-77.259875,63.0,81.0
fb91b15c,1722864473,38.668973,-77.26316,65.0,80.0
5703ddca,1722863907,38.62257,-77.291095,42.0,204.0
eb7b88e7,1722862959,38.652455,-77.256137,0.0,230.0
346cd9ea,1722863326,38.64396,-77.26503,47.0,22.0
ea6acc32,1722863005,38.665326,-77.273375,66.0,43.0
11e9d2a0,1722863964,38.637262,-77.295448,0.0,15.0
5c513a5d,1722864667,38.64,-77.27,31.0,
757d9cf5,1722865512,38.62031,-77.296534,65.0,20.0
99b65777,1722865323,38.64,-77.29,67.0,
87408d34,1722864291,38.652485,-77.255968,0.0,232.0
948d996d,1722863609,38.657626,-77.250078,15.0,28.0
777742a2,1722864026,38.673537,-77.24086,63.0,66.0
49e4024c,1722865729,38.621738,-77.29672,61.0,200.0
ad849c46,1722864636,38.657044,-77.289815,0.0,302.0
ad849c46,1722864882,38.62,-77.3,16.0,
c745f0d6,1722864872,38.67023,-77.254779,65.0,258.0
9b94f1d3,1722863611,38.627044,-77.301261,34.0,93.0
981bcb02,1722863345,38.616218,-77.275151,0.0,84.0
f725c58b,1722864585,38.663935,-77.24868,0.0,130.0
efd08787,1722865375,38.655505,-77.280563,67.0,203.0
f725c58b,1722864495,38.666268,-77.242633,47.0,224.0
97b25fbc,1722864488,38.641798,-77.266268,14.0,202.0
b3d8a4c6,1722864429,38.66925,-77.260583,65.0,81.0
ece46aa7,1722864870,38.669862,-77.256528,75.0,82.0
fbea4222,1722864325,38.656742,-77.283443,0.0,250.0
860a9f64,1722862888,38.658101,-77.260282,0.0,324.0
860a9f64,1722863209,38.66289,-77.251577,34.0,79.0
3e392ce4,1722864589,38.62,-77.3,41.0,
5c89cd73,1722864757,38.64,-77.27,31.0,
4a1a3fda,1722863276,38.660076,-77.299998,0.0,159.0
70de1055,1722865465,38.639041,-77.297812,7.0,94.0
92cbabca,1722865932,38.64,-77.3,0.0,
92cbabca,1722866163,38.64,-77.28,33.0,
ee24c328,1722865521,38.668288,-77.24447,0.0,36.0
af0f041c,1722865797,38.669051,-77.262449,69.0,80.0
47f05d14,1722863182,38.670898,-77.296668,12.0,62.0
232c43f6,1722865631,38.666848,-77.271677,65.0,234.0
c032cf85,1722864189,38.629838,-77.289058,0.0,325.0
c032cf85,1722864819,38.629838,-77.289058,0.0,325.0
c032cf85,1722864588,38.629838,-77.289058,0.0,325.0
db545b78,1722863770,38.618093,-77.29828,73.0,201.0
45f8c64d,1722863758,38.657003,-77.292161,52.0,118.0
96fab337,1722866099,38.653162,-77.286787,0.0,197.0
96fab337,1722866270,38.654113,-77.275143,39.0,291.0
c704a79c,1722863033,38.628481,-77.290432,38.0,211.0
6db058b5,1722865781,38.669699,-77.258009,75.0,78.0
84362d64,1722866253,38.633433,-77.300824,51.0,16.0
1f67105c,1722862911,38.673996,-77.240989,72.0,242.0
c41963fc,1722863070,38.671776,-77.248053,77.0,249.0
ef0eaa90,1722864644,38.650696,-77.295337,0.0,17.0
ef0eaa90,1722863873,38.650696,-77.295337,0.0,17.0
ef0eaa90,1722864404,38.650696,-77.295337,0.0,17.0
ef0eaa90,1722863621,38.650696,-77.295337,0.0,17.0
ef0eaa90,1722863075,38.654956,-77.272442,21.0,296.0
cf3cff90,1722865912,38.659114,-77.302072,7.0,101.0
cdd84c6c,1722864668,38.64796,-77.296411,0.0,5.0
31ca8ec6,1722865974,38.648778,-77.29627,0.0,187.0
deae76d4,1722862809,38.62019,-77.269081,13.0,289.0
deae76d4,1722862863,38.618072,-77.27391,22.0,311.0
6fcf962f,1722866068,38.634575,-77.283319,4.0,288.0
d7934e9d,1722865468,38.641436,-77.26761,6.0,197.0
5105a070,1722863504,38.649178,-77.261407,0.0,52.0
5105a070,1722862937,38.619896,-77.283916,42.0,42.0
cb141010,1722864785,38.662436,-77.276069,65.0,26.0
a7788994,1722864505,38.646927,-77.296964,11.0,20.0
8511a033,1722865537,38.641851,-77.291386,12.0,124.0
89350454,1722865984,38.654869,-77.285943,40.0,26.0
cf577f49,1722864012,38.647475,-77.295699,8.0,187.0
cf577f49,1722864003,38.647604,-77.295952,12.0,103.0
f86a6c29,1722865399,38.653307,-77.287138,45.0,31.0
3c531de7,1722863775,38.637785,-77.290996,0.0,111.0
48b6dbcc,1722864972,38.629319,-77.292114,52.0,17.0
db5179f8,1722866269,38.667023,-77.270756,70.0,56.0
57a3fa14,1722862868,38.655235,-77.259758,8.0,74.0
83e7336b,1722865698,38.657022,-77.250771,44.0,211.0
c21797a3,1722863569,38.671136,-77.248653,64.0,70.0
a01cb386,1722864415,38.670838,-77.25172,67.0,254.0
a2aa4ca4,1722864024,38.650662,-77.290088,0.0,347.0
a2aa4ca4,1722863808,38.635237,-77.286049,0.0,288.0
b8531f19,1722864931,38.635067,-77.285968,28.0,109.0
974555a5,1722865816,38.673331,-77.243231,60.0,246.0
2f711121,1722866346,38.657569,-77.294883,0.0,182.0
2f711121,1722865722,38.66,-77.26,1.0,
2f711121,1722865824,38.64,-77.27,30.0,
974555a5,1722866362,38.625868,-77.294509,15.0,200.0
b7137243,1722863872,38.635435,-77.286865,7.0,287.0
