journey_id,t_unix,latitude,longitude,speed_mph,heading
92387169,1722830779,38.659045,-77.249385,19.0,208.0
ae282ffe,1722833945,38.647211,-77.285287,72.0,203.0
5887d119,1722833259,38.626892,-77.294296,42.0,204.0
cd998025,1722831573,38.651233,-77.294831,21.0,284.0
2f83bab7,1722833717,38.620566,-77.297135,82.0,201.0
3c2078d4,1722832724,38.670669,-77.252428,69.0,255.0
c82d8711,1722831849,38.656573,-77.250138,0.0,296.0
3c8f2fd6,1722833367,38.635286,-77.291053,47.0,193.0
6ea456d5,1722833684,38.645279,-77.285902,0.0,23.0
13ea1813,1722832531,38.647051,-77.284683,61.0,23.0
490eb196,1722833288,38.643489,-77.287324,72.0,202.0
1dc1c825,1722832889,38.634473,-77.264678,27.0,40.0
1dc1c825,1722832958,38.640763,-77.262411,17.0,331.0
bfe32d51,1722830481,38.628329,-77.267562,16.0,181.0
17d7d1fe,1722830541,38.669232,-77.260834,71.0,81.0
4e89d0de,1722831765,38.641878,-77.298455,0.0,3.0
4e89d0de,1722832365,38.641879,-77.298467,0.0,358.0
1473cbde,1722831108,38.64,-77.3,48.0,
1473cbde,1722831480,38.66,-77.27,14.0,
d7e897a2,1722830421,38.635467,-77.29905,0.0,191.0
7211a695,1722833435,38.627231,-77.29013,41.0,125.0
2358c738,1722831352,38.628268,-77.301583,11.0,281.0
f0925e55,1722832272,38.619466,-77.297805,42.0,200.0
11eec1f5,1722832194,38.623641,-77.294944,65.0,20.0
716590a4,1722833101,38.666069,-77.242867,39.0,222.0
ecf7ae4d,1722831782,38.64068,-77.288699,44.0,200.0
1bfca338,1722833810,38.651456,-77.29979,25.0,82.0
f3b8f92d,1722832490,38.635539,-77.298824,0.0,280.0
1bfca338,1722833780,38.649603,-77.301847,38.0,1.0
cc330f1e,1722833731,38.665053,-77.28352,39.0,354.0
785fd8e4,1722831287,38.64156,-77.28834,59.0,200.0
cda8e9a3,1722833713,38.62078,-77.282861,0.0,43.0
61d83094,1722833856,38.621394,-77.282408,0.0,222.0
61d83094,1722833781,38.630874,-77.274264,5.0,133.0
e0ed6cde,1722833678,38.649892,-77.261203,0.0,55.0
9fbb8df2,1722830415,38.651493,-77.297903,29.0,91.0
e13655dd,1722831763,38.629857,-77.289224,0.0,150.0
448ab0d3,1722830834,38.63279,-77.27632,2.0,232.0
448ab0d3,1722830972,38.631745,-77.267758,6.0,109.0
e922e3d6,1722831117,38.665703,-77.273551,57.0,226.0
78006912,1722830692,38.636066,-77.299519,26.0,28.0
adc0ca92,1722833466,38.668346,-77.267126,73.0,72.0
c711a3cf,1722831237,38.61566,-77.299701,74.0,208.0
c255e637,1722831121,38.62452,-77.294513,67.0,20.0
22b8fdf1,1722831487,38.62771,-77.299428,0.0,154.0
9b559a6e,1722833880,38.624693,-77.295268,62.0,200.0
bc6ba0d6,1722833167,38.64,-77.3,0.0,
bc6ba0d6,1722832954,38.64,-77.3,0.0,
bc6ba0d6,1722833017,38.64,-77.3,0.0,
5e35bca1,1722832452,38.625086,-77.294997,67.0,200.0
4a9b6827,1722833188,38.66853,-77.25145,29.0,265.0
234f8195,1722833338,38.674649,-77.254366,8.0,277.0
7df5b997,1722832616,38.631199,-77.292241,69.0,196.0
cb21b6b2,1722831814,38.626922,-77.3022,0.0,291.0
cb21b6b2,1722831382,38.640985,-77.288614,49.0,200.0
d2501b4e,1722830714,38.658043,-77.297337,9.0,269.0
83498137,1722833842,38.666871,-77.253985,0.0,8.0
83498137,1722833182,38.652525,-77.254582,10.0,137.0
c6cd43e8,1722832414,38.620471,-77.2714,16.0,352.0
f4b6c518,1722830994,38.674995,-77.256611,0.0,321.0
cc977927,1722831410,38.62,-77.29,6.0,
d64dd2fe,1722832845,38.669135,-77.26385,73.0,261.0
9ab0dbc2,1722832008,38.622796,-77.274678,0.0,343.0
9ab0dbc2,1722832170,38.622796,-77.274678,0.0,343.0
9ab0dbc2,1722830736,38.622796,-77.274678,0.0,343.0
9ab0dbc2,1722831579,38.622796,-77.274678,0.0,343.0
9ab0dbc2,1722830655,38.622796,-77.274678,0.0,343.0
e3fbce55,1722833352,38.628219,-77.273543,6.0,310.0
8c61cdde,1722830558,38.629324,-77.29234,79.0,18.0
f5735c32,1722831561,38.651231,-77.258084,44.0,231.0
a1dc638f,1722833046,38.667641,-77.270017,67.0,242.0
aaa9358f,1722831744,38.651094,-77.290014,11.0,244.0
44a20454,1722831304,38.668758,-77.264206,84.0,81.0
a0f6928b,1722831990,38.648722,-77.283591,56.0,23.0
1327ebe6,1722833707,38.62,-77.29,0.0,
1327ebe6,1722832483,38.647381,-77.285111,59.0,203.0
a12d6168,1722832612,38.660686,-77.297663,46.0,250.0
af95128c,1722833837,38.669926,-77.255074,77.0,79.0
d857c997,1722832633,38.639368,-77.288601,73.0,18.0
b756ba13,1722830769,38.663246,-77.25439,23.0,238.0
2ef538fa,1722831477,38.625207,-77.286411,1.0,309.0
2ef538fa,1722831270,38.620201,-77.271553,0.0,65.0
dc1fb388,1722831058,38.671163,-77.283642,11.0,8.0
691ce9a9,1722832558,38.667598,-77.26953,78.0,62.0
904d0e04,1722832877,38.634101,-77.300722,45.0,196.0
1e99ef0a,1722832384,38.66,-77.28,0.0,
442e3497,1722831242,38.628501,-77.293533,57.0,199.0
e61cdd31,1722832546,38.633215,-77.291562,61.0,194.0
18b3c6c8,1722837232,38.670809,-77.250286,67.0,73.0
967b2210,1722837341,38.62059,-77.297097,74.0,200.0
f272abcc,1722834551,38.668744,-77.266449,65.0,255.0
8565a48f,1722834160,38.672035,-77.247402,65.0,249.0
aec83bde,1722834959,38.627535,-77.293044,64.0,19.0
1bfca338,1722834098,38.669858,-77.255225,62.0,79.0
5de0c956,1722835539,38.615298,-77.299061,69.0,28.0
20f602e8,1722837535,38.673088,-77.242155,57.0,69.0
db1fbb66,1722837552,38.629813,-77.264876,0.0,347.0
9919e1dc,1722837594,38.672276,-77.246648,72.0,249.0
7782d028,1722837365,38.659512,-77.278354,67.0,203.0
1455beb3,1722836615,38.625786,-77.292016,36.0,76.0
61d83094,1722834375,38.641477,-77.291259,35.0,24.0
a1ad7924,1722834209,38.66565,-77.273598,72.0,228.0
482ced31,1722837109,38.639187,-77.288931,72.0,17.0
28345f54,1722835733,38.62,-77.28,0.0,
f235075f,1722837253,38.659644,-77.278338,69.0,204.0
5f3d16c8,1722835478,38.659028,-77.278886,57.0,207.0
46c794fc,1722835487,38.640181,-77.301145,0.0,200.0
46c794fc,1722835268,38.655155,-77.286003,47.0,214.0
46c794fc,1722836195,38.67387,-77.254091,45.0,335.0
2f2cdb90,1722836767,38.67378,-77.240307,73.0,64.0
49789403,1722834958,38.615484,-77.29888,45.0,28.0
709e7465,1722835090,38.618817,-77.298852,0.0,61.0
be103597,1722835260,38.641703,-77.287535,73.0,19.0
691ce9a9,1722837535,38.671893,-77.253613,39.0,173.0
c41ca512,1722834740,38.629191,-77.292678,67.0,18.0
74bfd845,1722834111,38.619511,-77.298793,0.0,318.0
6a9c144c,1722834496,38.626731,-77.29346,62.0,20.0
dc337235,1722834395,38.659173,-77.278625,65.0,203.0
bd62b48c,1722835467,38.66,-77.28,0.0,
26bf1892,1722835540,38.669572,-77.259069,74.0,80.0
4bb65a9e,1722835837,38.639314,-77.288548,70.0,18.0
b06dc4d1,1722836996,38.666745,-77.252898,0.0,42.0
b06dc4d1,1722837081,38.666683,-77.252973,1.0,58.0
cc9824a5,1722837228,38.667392,-77.27045,68.0,239.0
dccb9ef2,1722835930,38.643048,-77.287545,68.0,202.0
edba4828,1722834131,38.668873,-77.265901,67.0,257.0
6b122108,1722834765,38.666155,-77.272339,77.0,49.0
28b8dbc8,1722834560,38.660228,-77.245265,0.0,306.0
7f8b9c1c,1722835890,38.623343,-77.282581,10.0,154.0
8a7105ff,1722836101,38.674231,-77.257877,30.0,217.0
9bc4eea9,1722835049,38.661584,-77.247601,19.0,28.0
d66f1e5c,1722836659,38.66633,-77.272317,74.0,48.0
25f13236,1722834411,38.657392,-77.293053,31.0,110.0
b1a63853,1722835596,38.669492,-77.260688,67.0,261.0
8bc1fcab,1722835723,38.652825,-77.254473,0.0,323.0
96a38f08,1722836129,38.66913,-77.263988,66.0,261.0
26b0916f,1722835311,38.647991,-77.257626,15.0,228.0
26b0916f,1722835590,38.657588,-77.293251,42.0,291.0
4174c6bf,1722835719,38.619176,-77.29778,69.0,200.0
1f25d991,1722836941,38.616731,-77.29829,55.0,21.0
60707ce4,1722837060,38.66,-77.27,23.0,
c9d98f99,1722836814,38.656826,-77.279826,64.0,203.0
efbb720d,1722834763,38.672814,-77.253661,33.0,343.0
2b672048,1722835485,38.62,-77.29,4.0,
5f10ba48,1722834347,38.637022,-77.290201,48.0,195.0
cf58b601,1722837227,38.63398,-77.265816,0.0,223.0
407a510c,1722834121,38.670587,-77.251478,68.0,76.0
f0772c6d,1722836996,38.657033,-77.279704,67.0,203.0
a6c8c8a4,1722837162,38.664436,-77.275113,69.0,221.0
1033c5d3,1722837269,38.625235,-77.294841,69.0,200.0
51311345,1722837287,38.636099,-77.290522,50.0,195.0
e72665ef,1722836595,38.625165,-77.294131,58.0,20.0
f0f414b7,1722835432,38.668338,-77.267198,76.0,72.0
41664886,1722834569,38.632398,-77.291148,72.0,15.0
4b6d416f,1722834139,38.665203,-77.27421,68.0,224.0
2f13b146,1722834182,38.643124,-77.287528,61.0,202.0
a2d89069,1722834232,38.620398,-77.295477,0.0,316.0
ef28c7eb,1722834396,38.669989,-77.2569,77.0,260.0
c14a8efe,1722837268,38.6405,-77.288783,68.0,199.0
4162c4c9,1722837249,38.624148,-77.295346,70.0,199.0
658b748f,1722834005,38.667971,-77.269437,70.0,246.0
6af612f6,1722834192,38.642001,-77.288099,59.0,201.0
589f900e,1722837367,38.634731,-77.26445,27.0,217.0
ec5fc3d1,1722834599,38.648471,-77.283835,77.0,23.0
ed97b8ba,1722836034,38.655142,-77.28571,39.0,36.0
a1cb4625,1722836299,38.673134,-77.243597,79.0,249.0
52baed58,1722836904,38.674454,-77.254091,7.0,351.0
1327ebe6,1722834130,38.62,-77.29,0.0,
dd3dc498,1722834686,38.648231,-77.262954,26.0,216.0
a75f1f4a,1722837815,38.643024,-77.287562,62.0,202.0
56ab9f36,1722839161,38.630328,-77.291893,69.0,17.0
bccad801,1722839956,38.663693,-77.275675,69.0,214.0
9e6162c7,1722841166,38.661605,-77.277316,57.0,204.0
993767ef,1722837946,38.662313,-77.276872,64.0,207.0
cd7a0ddd,1722840302,38.620922,-77.296232,68.0,20.0
8b01cf1d,1722840738,38.66227,-77.24772,26.0,130.0
8b01cf1d,1722839574,38.65192,-77.281878,59.0,23.0
f185dd40,1722840654,38.668461,-77.26776,68.0,249.0
77f16640,1722840543,38.620016,-77.295414,0.0,11.0
c284c926,1722839940,38.631556,-77.291459,76.0,15.0
b2092350,1722840720,38.670314,-77.25458,62.0,258.0
98c74c76,1722839412,38.673898,-77.241221,77.0,244.0
f3544a59,1722840959,38.616493,-77.298388,74.0,22.0
bf0b7d5f,1722839488,38.652624,-77.269084,49.0,138.0
bf0b7d5f,1722839538,38.649533,-77.261383,0.0,134.0
bf0b7d5f,1722839787,38.652818,-77.254471,0.0,320.0
bf0b7d5f,1722840417,38.652315,-77.256015,37.0,51.0
e9fa0422,1722839300,38.672898,-77.244413,77.0,249.0
28ca779f,1722839120,38.622377,-77.295526,85.0,20.0
9e902703,1722840235,38.64,-77.3,24.0,
754fe5da,1722839066,38.618403,-77.297402,59.0,20.0
1f03f068,1722839525,38.638201,-77.289741,39.0,197.0
3ae83399,1722838795,38.634423,-77.272013,33.0,301.0
3ae83399,1722838612,38.64,-77.26,24.0,
c487b641,1722839525,38.618712,-77.298922,0.0,58.0
c487b641,1722840347,38.618712,-77.298922,0.0,58.0
c487b641,1722840320,38.618712,-77.298922,0.0,58.0
c487b641,1722840902,38.618712,-77.298922,0.0,58.0
c487b641,1722838217,38.618712,-77.298923,0.0,58.0
c487b641,1722838151,38.618712,-77.298923,0.0,58.0
906b1051,1722837630,38.627756,-77.293851,50.0,200.0
21da86e4,1722840954,38.627933,-77.293617,73.0,199.0
c792d6cc,1722838912,38.672889,-77.261673,39.0,85.0
2109f5ac,1722840073,38.62769,-77.293743,67.0,200.0
5152d716,1722840382,38.673466,-77.241135,73.0,66.0
28345f54,1722838430,38.659273,-77.249058,44.0,206.0
94aea241,1722840785,38.62,-77.27,26.0,
e6bc0b14,1722837776,38.638539,-77.288917,64.0,17.0
6957c7c5,1722839259,38.640745,-77.288667,66.0,199.0
8d51f1b9,1722841060,38.650513,-77.262685,32.0,133.0
9e02d987,1722841112,38.66501,-77.274597,74.0,222.0
35fa0503,1722839341,38.635708,-77.299484,3.0,253.0
970907af,1722839712,38.64,-77.26,0.0,
970907af,1722840159,38.64,-77.26,42.0,
a2b578fb,1722838218,38.627972,-77.298298,31.0,237.0
cb688bd6,1722839861,38.632843,-77.264652,18.0,353.0
ab565abd,1722838144,38.670407,-77.252222,77.0,76.0
7a607d64,1722837677,38.649298,-77.284111,58.0,204.0
6e7381c4,1722837630,38.617726,-77.297771,52.0,21.0
1bdf55ba,1722838578,38.669454,-77.261365,65.0,261.0
dd43d72c,1722838956,38.66919,-77.26429,64.0,262.0
54ba06e1,1722839776,38.64,-77.26,15.0,
54ba06e1,1722840478,38.636084,-77.289341,47.0,287.0
3080663b,1722839280,38.652791,-77.26607,8.0,341.0
f7c8c01b,1722839101,38.64,-77.26,0.0,
be881b40,1722839026,38.674011,-77.240928,75.0,243.0
895c591d,1722838877,38.662644,-77.275875,79.0,28.0
49fb62b4,1722839380,38.641746,-77.298271,0.0,226.0
bd7eac14,1722840271,38.656995,-77.250518,44.0,30.0
2a70ee20,1722837680,38.627883,-77.292848,62.0,19.0
13a86558,1722840438,38.670078,-77.25423,74.0,78.0
b8ca8e89,1722837783,38.669941,-77.257437,64.0,261.0
6f228e38,1722839103,38.672692,-77.243556,65.0,68.0
d091f508,1722838524,38.656916,-77.281575,49.0,271.0
cb202ad0,1722839502,38.62185,-77.295815,64.0,20.0
5345e148,1722838850,38.623431,-77.295064,69.0,21.0
98c6632f,1722837619,38.671807,-77.24813,82.0,250.0
2c48a6b9,1722838367,38.669545,-77.25827,76.0,81.0
a7025c9d,1722839121,38.64,-77.28,0.0,
cccb17c5,1722840928,38.662367,-77.276857,67.0,207.0
41934938,1722839933,38.669488,-77.258547,69.0,81.0
97338b9a,1722838255,38.622125,-77.295642,74.0,20.0
e83312aa,1722840785,38.669037,-77.262579,72.0,81.0
b41a9a6d,1722838674,38.638489,-77.289617,30.0,197.0
9a218677,1722837668,38.62,-77.3,39.0,
a4fe21d3,1722841690,38.667089,-77.27122,71.0,237.0
f6b38dc7,1722843414,38.634119,-77.291222,42.0,195.0
ca2bf81a,1722843471,38.65126,-77.28223,72.0,23.0
cce2d943,1722841425,38.620155,-77.29664,82.0,20.0
3196b164,1722843561,38.670166,-77.255646,57.0,259.0
18b1c745,1722841302,38.669732,-77.258793,78.0,260.0
5f933a3c,1722841587,38.668641,-77.26534,64.0,79.0
bc128657,1722843729,38.667345,-77.270408,81.0,59.0
563798a8,1722843355,38.618712,-77.298922,0.0,58.0
563798a8,1722843886,38.618713,-77.298921,0.0,58.0
563798a8,1722842809,38.618712,-77.298922,0.0,58.0
563798a8,1722841909,38.618712,-77.298922,0.0,58.0
563798a8,1722843754,38.618713,-77.298921,0.0,58.0
563798a8,1722841732,38.618712,-77.298922,0.0,58.0
48f3a8ce,1722842424,38.620747,-77.297012,74.0,200.0
786fbab3,1722842908,38.624884,-77.294288,74.0,20.0
4ce03d21,1722844252,38.669297,-77.262442,69.0,260.0
6f02d678,1722844708,38.668731,-77.250709,44.0,231.0
821cc781,1722842242,38.620796,-77.296311,72.0,20.0
71a67566,1722842762,38.627697,-77.284103,15.0,16.0
8da55d7d,1722844748,38.64979,-77.283756,74.0,203.0
598909a7,1722842402,38.65673,-77.279576,67.0,23.0
19c026c6,1722843137,38.64,-77.3,0.0,
49e7591a,1722844722,38.64,-77.3,41.0,
e578acc1,1722841238,38.620809,-77.297055,58.0,200.0
37e2322a,1722844158,38.670217,-77.253011,79.0,77.0
3b1272f7,1722844089,38.628102,-77.293482,67.0,199.0
d6327909,1722842203,38.669674,-77.256919,69.0,81.0
8f5d5ae9,1722843671,38.673605,-77.240845,75.0,66.0
5b844ed7,1722843298,38.62724,-77.2997,50.0,68.0
fbcd8006,1722844500,38.670392,-77.254143,67.0,257.0
b0c1a066,1722843556,38.657813,-77.278438,49.0,23.0
714b82e0,1722844303,38.655126,-77.28077,79.0,203.0
b99b988c,1722843710,38.652546,-77.287833,38.0,211.0
e191af24,1722842280,38.657145,-77.278988,74.0,23.0
18a6d48c,1722842911,38.64,-77.3,50.0,
57a39eb1,1722844152,38.634941,-77.297585,0.0,339.0
57a39eb1,1722843768,38.634941,-77.297585,0.0,339.0
57a39eb1,1722843486,38.634941,-77.297585,0.0,339.0
51066c5a,1722842343,38.649127,-77.289448,2.0,57.0
9553ded6,1722841965,38.626495,-77.273735,4.0,45.0
9553ded6,1722842148,38.644365,-77.264819,47.0,22.0
c462ddab,1722842203,38.628693,-77.2934,53.0,198.0
3ec1c5d5,1722842726,38.623816,-77.295717,59.0,200.0
3ec1c5d5,1722841723,38.62,-77.27,0.0,
3ec1c5d5,1722842447,38.619145,-77.276946,25.0,277.0
b52bb05b,1722842869,38.620591,-77.296459,74.0,20.0
f9e9262f,1722841952,38.65593,-77.279712,76.0,23.0
c50a4a29,1722843845,38.632641,-77.291319,79.0,15.0
d003d061,1722844167,38.669597,-77.257563,67.0,81.0
64b852c8,1722842626,38.625911,-77.293823,69.0,21.0
696fe718,1722841386,38.655977,-77.280282,68.0,203.0
b651fd71,1722841925,38.655553,-77.280525,72.0,203.0
93905af8,1722842200,38.6526,-77.282231,69.0,203.0
c7117667,1722843601,38.620021,-77.297366,84.0,201.0
10302e97,1722843997,38.618228,-77.266761,26.0,199.0
de6ee31c,1722843322,38.657828,-77.279281,69.0,203.0
c8c8a3cc,1722844044,38.646317,-77.285756,54.0,203.0
ddcdd421,1722841496,38.620335,-77.283581,42.0,44.0
7dbb2664,1722841663,38.649451,-77.272034,22.0,54.0
7f94bf78,1722843046,38.661085,-77.276759,73.0,23.0
d50de264,1722844704,38.625925,-77.287575,37.0,307.0
bf0b7d5f,1722841489,38.6691,-77.264396,60.0,261.0
f823fa85,1722844106,38.624638,-77.295153,69.0,201.0
823215e1,1722841785,38.675013,-77.254429,0.0,148.0
c92d044f,1722842755,38.656801,-77.290051,0.0,120.0
52306f66,1722844563,38.653188,-77.281252,75.0,23.0
5756b896,1722844155,38.669523,-77.252823,46.0,168.0
efe0f192,1722842488,38.670083,-77.256034,72.0,260.0
24b1b18c,1722843670,38.62,-77.29,11.0,
24b1b18c,1722844382,38.62,-77.29,0.0,
24b1b18c,1722843805,38.62,-77.29,1.0,
5e350bae,1722842693,38.652702,-77.254107,18.0,141.0
5e350bae,1722842960,38.652805,-77.254485,0.0,321.0
f91b24d5,1722842477,38.66,-77.28,8.0,
be222831,1722844586,38.653921,-77.281499,71.0,203.0
61a5af77,1722842057,38.671258,-77.248261,82.0,71.0
8d51f1b9,1722842266,38.674521,-77.254973,0.0,31.0
8d51f1b9,1722842609,38.674152,-77.254422,9.0,205.0
896d4d52,1722843752,38.619782,-77.296801,72.0,21.0
d5020236,1722842852,38.615566,-77.29993,71.0,207.0
14d962ca,1722842322,38.670322,-77.252117,49.0,77.0
775ce4c1,1722843295,38.622202,-77.290115,4.0,285.0
115dfbd3,1722843543,38.615605,-77.298827,62.0,26.0
edfc3826,1722841940,38.650881,-77.283195,70.0,203.0
9ca7be86,1722844285,38.65511,-77.273356,50.0,105.0
54b98e1d,1722842966,38.623302,-77.295447,77.0,20.0
1aace411,1722841959,38.648028,-77.255683,0.0,141.0
1aace411,1722841980,38.648039,-77.255694,1.0,143.0
ba82c847,1722843487,38.673328,-77.241606,69.0,67.0
17ab0d37,1722843960,38.657834,-77.280946,0.0,278.0
d99c9228,1722843957,38.628335,-77.29758,20.0,242.0
3af8e2c8,1722847765,38.672917,-77.242905,62.0,68.0
3391b602,1722846622,38.652404,-77.282353,68.0,204.0
f305d642,1722845889,38.626788,-77.294083,77.0,200.0
f305d642,1722844998,38.664511,-77.245065,51.0,227.0
75d86c98,1722847021,38.646427,-77.285642,76.0,203.0
4c5e8b68,1722847822,38.662568,-77.27625,84.0,28.0
471ee643,1722844941,38.656153,-77.278591,41.0,112.0
88ff52fe,1722847851,38.648876,-77.283598,74.0,23.0
9a0051c9,1722846984,38.658526,-77.278258,70.0,23.0
8fa7cb48,1722848127,38.668813,-77.26403,64.0,81.0
2f5be320,1722846380,38.626085,-77.2938,74.0,20.0
c377b07f,1722844855,38.628482,-77.292596,69.0,19.0
cf202b1a,1722845471,38.625346,-77.294155,72.0,20.0
ba922243,1722848190,38.62659,-77.263966,0.0,323.0
e1024ddc,1722844988,38.66,-77.3,0.0,
e1024ddc,1722845552,38.659088,-77.281296,2.0,336.0
571d5c3a,1722845888,38.622843,-77.29564,94.0,20.0
bc128657,1722847593,38.629059,-77.293015,85.0,198.0
2ce79c15,1722846995,38.638161,-77.288555,52.0,5.0
b14b8078,1722846046,38.670933,-77.249865,72.0,73.0
4b8f6a01,1722847961,38.632673,-77.291043,80.0,15.0
ae565f5a,1722846083,38.638949,-77.288442,47.0,11.0
2f7e5d01,1722848200,38.643864,-77.286451,77.0,22.0
6578ab89,1722845687,38.670258,-77.252616,72.0,77.0
2c48a6b9,1722845825,38.62723,-77.293819,81.0,200.0
290eee19,1722846460,38.659626,-77.278309,70.0,203.0
4af94a04,1722847644,38.654896,-77.285913,26.0,31.0
a46a6136,1722847821,38.659218,-77.278235,81.0,23.0
4db96bf2,1722845398,38.668579,-77.25179,34.0,288.0
ebe1174c,1722845205,38.630109,-77.292283,78.0,16.0
bcc15a0c,1722846794,38.61943,-77.298866,0.0,154.0
bcc15a0c,1722846020,38.631661,-77.29221,65.0,195.0
3861ca84,1722846437,38.65695,-77.279176,75.0,24.0
c872a2aa,1722847775,38.62269,-77.283855,37.0,151.0
17320bd2,1722848369,38.631726,-77.291377,77.0,15.0
9eb48628,1722847729,38.626796,-77.29406,66.0,201.0
b797fba8,1722847255,38.671398,-77.247719,76.0,69.0
6b4d3536,1722847813,38.625149,-77.286368,0.0,308.0
6b4d3536,1722847621,38.628026,-77.26738,9.0,271.0
48ffec1f,1722847069,38.65993,-77.277388,59.0,23.0
d3b10cfb,1722845933,38.632006,-77.291887,79.0,195.0
e24bfdbc,1722848014,38.668263,-77.267407,74.0,72.0
5612a8fe,1722846690,38.669287,-77.259817,67.0,81.0
1089a3f3,1722846668,38.619496,-77.296468,0.0,255.0
b0fe79a9,1722845642,38.615045,-77.29922,69.0,27.0
98ad6525,1722848355,38.647939,-77.284798,74.0,203.0
2742d624,1722845943,38.630938,-77.255392,34.0,109.0
731687c8,1722847734,38.669616,-77.259482,69.0,261.0
19466772,1722845761,38.666199,-77.242465,58.0,41.0
f43a28a4,1722846617,38.670152,-77.253653,67.0,77.0
d2fbfd79,1722845330,38.622163,-77.296344,70.0,200.0
1ccf7770,1722848359,38.620391,-77.281678,30.0,309.0
6e5725eb,1722847751,38.657843,-77.2793,69.0,203.0
2d7c7294,1722846324,38.645062,-77.285716,72.0,23.0
569ec9dd,1722848178,38.634433,-77.291016,72.0,195.0
259783d1,1722845778,38.638592,-77.270085,0.0,285.0
e87bc281,1722848218,38.665781,-77.272755,69.0,47.0
4b1a3136,1722846032,38.642879,-77.294685,0.0,91.0
980bd9c7,1722846193,38.654817,-77.285978,46.0,31.0
aae7c747,1722848294,38.656481,-77.26899,0.0,160.0
6ffa1648,1722847582,38.6723,-77.252729,32.0,86.0
8d36be2a,1722845810,38.658635,-77.250035,0.0,149.0
aeb97ca0,1722847264,38.617428,-77.278476,32.0,30.0
6edf4c53,1722844815,38.660046,-77.277374,74.0,23.0
26a8fd9c,1722848174,38.647518,-77.284626,72.0,22.0
f3ee591c,1722846755,38.646068,-77.285157,66.0,23.0
be0842e7,1722846759,38.66,-77.26,32.0,
9063a94c,1722848171,38.655791,-77.285289,47.0,225.0
50416050,1722845842,38.653222,-77.247356,0.0,178.0
50416050,1722845509,38.64033,-77.266869,39.0,21.0
cf39ee21,1722848034,38.633356,-77.281053,42.0,133.0
cf39ee21,1722848103,38.62,-77.28,0.0,
cf39ee21,1722847779,38.646676,-77.301536,0.0,92.0
510f74d0,1722846587,38.618946,-77.295983,7.0,19.0
510f74d0,1722847067,38.619182,-77.295962,0.0,336.0
510f74d0,1722847160,38.619183,-77.295962,0.0,336.0
510f74d0,1722847961,38.656393,-77.27815,38.0,264.0
42f4bf8b,1722846105,38.62589,-77.293846,78.0,21.0
3b80b3cf,1722845245,38.62,-77.28,0.0,
7d5292c7,1722846379,38.614918,-77.299332,71.0,28.0
893256a6,1722846651,38.651325,-77.300698,43.0,76.0
12caaeb4,1722847535,38.626838,-77.29337,69.0,20.0
49e7591a,1722846387,38.643742,-77.300467,14.0,15.0
49e7591a,1722846609,38.64,-77.3,0.0,
49e7591a,1722845955,38.643102,-77.300551,0.0,90.0
49e7591a,1722845904,38.643102,-77.300551,0.0,90.0
419bdbc7,1722846448,38.614905,-77.268652,0.0,287.0
a607f944,1722845568,38.661444,-77.277309,71.0,203.0
8721616c,1722845028,38.664759,-77.274073,72.0,39.0
7c86643b,1722846437,38.669311,-77.262335,56.0,261.0
a55f8e1e,1722847934,38.644416,-77.286456,88.0,23.0
bfb058e2,1722845960,38.660587,-77.277115,74.0,23.0
